date,temp_mean_today,temp_max_today,temp_min_today,humidity_mean_today,precipitation_sum_today,rain_sum_today,weather_code,wind_speed_max_today,wind_gusts_max_today,temp_mean_3d,humidity_mean_3d,precipitation_sum_3d,rain_sum_3d,temp_mean_7d,humidity_mean_7d,precipitation_sum_7d,rain_sum_7d,rain_days_7d,month,season
2022-01-24,27.471,33.2,23.2,73.25,0.0,0.0,3,17.7,28.1,27.322,70.597,0.2,0.2,27.32,67.315,1.1,1.1,3.0,1,Mùa khô
2022-01-25,27.071,32.1,23.3,75.0,1.1,1.1,3,16.6,31.7,27.272,73.097,1.3,1.3,27.248,69.137,2.2,2.2,4.0,1,Mùa khô
2022-01-26,27.838,34.2,23.2,70.917,0.2,0.2,0,22.4,36.7,27.46,73.056,1.3,1.3,27.339,70.042,2.4,2.4,5.0,1,Mùa khô
2022-01-27,27.796,34.8,23.2,70.542,0.1,0.1,3,22.4,36.0,27.568,72.153,1.4,1.4,27.414,70.833,1.7,1.7,5.0,1,Mùa khô
2022-01-28,28.338,34.8,22.6,66.917,0.0,0.0,3,11.3,25.2,27.99,69.458,0.3,0.3,27.573,70.738,1.6,1.6,4.0,1,Mùa khô
2022-01-29,27.838,33.8,23.3,72.542,0.3,0.3,0,19.0,31.0,27.99,70.0,0.4,0.4,27.661,71.458,1.9,1.9,5.0,1,Mùa khô
2022-01-30,27.562,32.4,24.4,72.083,0.3,0.3,1,20.3,34.9,27.912,70.514,0.6,0.6,27.702,71.607,2.0,2.0,5.0,1,Mùa khô
2022-01-31,27.787,34.2,23.5,67.583,0.0,0.0,0,20.8,35.6,27.729,70.736,0.6,0.6,27.747,70.798,2.0,2.0,5.0,1,Mùa khô
2022-02-01,28.533,36.0,23.6,60.875,0.0,0.0,0,25.0,41.4,27.961,66.847,0.3,0.3,27.956,68.78,0.9,0.9,4.0,2,Mùa khô
2022-02-02,28.608,35.7,23.9,60.125,0.0,0.0,2,20.2,35.3,28.31,62.861,0.0,0.0,28.066,67.238,0.7,0.7,3.0,2,Mùa khô
2022-02-03,28.704,35.3,23.6,62.083,0.1,0.1,0,19.2,33.5,28.615,61.028,0.1,0.1,28.196,66.03,0.7,0.7,3.0,2,Mùa khô
2022-02-04,29.238,35.5,24.4,61.5,0.2,0.2,2,16.6,29.2,28.85,61.236,0.3,0.3,28.324,65.256,0.9,0.9,4.0,2,Mùa khô
2022-02-05,29.062,34.4,24.0,58.625,0.3,0.3,3,11.8,24.8,29.001,60.736,0.6,0.6,28.499,63.268,0.9,0.9,4.0,2,Mùa khô
2022-02-06,28.638,35.5,23.7,56.208,0.4,0.4,3,20.5,38.2,28.979,58.778,0.9,0.9,28.653,61.0,1.0,1.0,4.0,2,Mùa khô
2022-02-07,29.125,35.8,24.5,60.542,0.4,0.4,1,17.6,34.6,28.942,58.458,1.1,1.1,28.844,59.994,1.4,1.4,5.0,2,Mùa khô
2022-02-08,29.292,35.5,25.2,57.875,1.0,1.0,3,17.5,30.6,29.018,58.208,1.8,1.8,28.952,59.565,2.4,2.4,6.0,2,Mùa khô
2022-02-09,29.262,35.5,24.8,57.958,0.1,0.1,3,18.7,31.7,29.226,58.792,1.5,1.5,29.046,59.256,2.5,2.5,7.0,2,Mùa khô
2022-02-10,29.4,36.0,24.8,59.167,1.0,1.0,3,17.1,33.5,29.318,58.333,2.1,2.1,29.145,58.839,3.4,3.4,7.0,2,Mùa khô
2022-02-11,28.925,35.2,24.6,60.583,0.4,0.4,3,18.5,30.6,29.196,59.236,1.5,1.5,29.101,58.708,3.6,3.6,7.0,2,Mùa khô
2022-02-12,28.821,35.0,25.4,61.625,0.2,0.2,3,20.3,35.6,29.049,60.458,1.6,1.6,29.066,59.137,3.5,3.5,7.0,2,Mùa khô
2022-02-13,27.858,33.5,24.9,71.042,8.1,8.1,3,18.9,41.8,28.535,64.417,8.7,8.7,28.955,61.256,11.2,11.2,7.0,2,Mùa khô
2022-02-14,28.654,34.3,24.8,69.833,0.1,0.1,0,19.8,35.3,28.444,67.5,8.4,8.4,28.888,62.583,10.9,10.9,7.0,2,Mùa khô
2022-02-15,28.433,34.2,24.6,67.583,1.2,1.2,0,27.0,43.9,28.315,69.486,9.4,9.4,28.765,63.97,11.1,11.1,7.0,2,Mùa khô
2022-02-16,28.388,34.1,24.7,67.125,0.1,0.1,0,24.9,41.4,28.492,68.181,1.4,1.4,28.64,65.28,11.1,11.1,7.0,2,Mùa khô
2022-02-17,28.287,34.2,24.4,69.75,0.1,0.1,0,22.1,36.4,28.369,68.153,1.4,1.4,28.481,66.792,10.2,10.2,7.0,2,Mùa khô
2022-02-18,28.492,34.7,24.4,71.0,1.2,1.2,1,21.3,36.4,28.389,69.292,1.4,1.4,28.419,68.28,11.0,11.0,7.0,2,Mùa khô
2022-02-19,28.438,33.9,24.6,71.292,1.2,1.2,3,16.9,31.0,28.406,70.681,2.5,2.5,28.364,69.661,12.0,12.0,7.0,2,Mùa khô
2022-02-20,27.638,32.4,24.6,76.75,3.6,3.6,3,19.5,31.3,28.189,73.014,6.0,6.0,28.333,70.476,7.5,7.5,7.0,2,Mùa khô
2022-02-21,27.312,33.0,24.1,75.458,5.8,5.8,3,15.5,29.9,27.796,74.5,10.6,10.6,28.141,71.28,13.2,13.2,7.0,2,Mùa khô
2022-02-22,27.171,32.8,23.1,76.542,2.9,2.9,1,15.3,26.6,27.374,76.25,12.3,12.3,27.961,72.56,14.9,14.9,7.0,2,Mùa khô
2022-02-23,27.638,33.3,23.6,74.833,1.0,1.0,3,14.8,25.2,27.374,75.611,9.7,9.7,27.854,73.661,15.8,15.8,7.0,2,Mùa khô
2022-02-24,27.317,33.4,22.5,66.0,0.0,0.0,3,12.4,26.6,27.375,72.458,3.9,3.9,27.715,73.125,15.7,15.7,6.0,2,Mùa khô
2022-02-25,27.792,33.8,23.2,56.542,0.1,0.1,3,17.3,33.8,27.582,65.792,1.1,1.1,27.615,71.06,14.6,14.6,6.0,2,Mùa khô
2022-02-26,28.3,34.6,22.6,59.917,0.4,0.4,0,14.7,30.2,27.803,60.819,0.5,0.5,27.595,69.435,13.8,13.8,6.0,2,Mùa khô
2022-02-27,28.921,35.2,23.6,59.375,0.1,0.1,1,17.8,36.4,28.338,58.611,0.6,0.6,27.779,66.952,10.3,10.3,6.0,2,Mùa khô
2022-02-28,29.167,35.8,24.1,58.875,0.7,0.7,3,17.1,31.3,28.796,59.389,1.2,1.2,28.043,64.583,5.2,5.2,6.0,2,Mùa khô
2022-03-01,29.258,35.1,24.9,58.333,0.0,0.0,0,15.8,31.3,29.115,58.861,0.8,0.8,28.342,61.982,2.3,2.3,5.0,3,Mùa khô
2022-03-02,28.592,33.0,25.0,58.667,0.0,0.0,3,17.2,28.8,29.006,58.625,0.7,0.7,28.478,59.673,1.3,1.3,4.0,3,Mùa khô
2022-03-03,29.129,34.3,25.1,62.292,0.4,0.4,3,17.6,27.7,28.993,59.764,0.4,0.4,28.737,59.143,1.7,1.7,5.0,3,Mùa khô
2022-03-04,29.454,36.5,24.4,59.25,0.1,0.1,3,19.3,34.6,29.058,60.069,0.5,0.5,28.974,59.53,1.7,1.7,5.0,3,Mùa khô
2022-03-05,29.383,36.3,25.0,64.083,1.5,1.5,3,20.8,36.4,29.322,61.875,2.0,2.0,29.129,60.125,2.8,2.8,5.0,3,Mùa khô
2022-03-06,29.029,35.5,25.0,65.375,2.3,2.3,3,22.4,36.0,29.289,62.903,3.9,3.9,29.145,60.982,5.0,5.0,5.0,3,Mùa khô
2022-03-07,28.779,35.2,25.0,66.708,2.0,2.0,3,21.5,36.7,29.064,65.389,5.8,5.8,29.089,62.101,6.3,6.3,5.0,3,Mùa khô
2022-03-08,28.367,35.0,23.5,63.667,0.0,0.0,0,20.2,36.0,28.725,65.25,4.3,4.3,28.962,62.863,6.3,6.3,5.0,3,Mùa khô
2022-03-09,28.458,34.5,24.0,62.292,0.3,0.3,3,20.3,36.4,28.535,64.222,2.3,2.3,28.943,63.381,6.6,6.6,6.0,3,Mùa khô
2022-03-10,27.371,33.0,23.5,66.917,0.2,0.2,3,19.9,34.6,28.065,64.292,0.5,0.5,28.692,64.042,6.4,6.4,6.0,3,Mùa khô
2022-03-11,28.442,35.3,23.1,63.333,0.0,0.0,0,21.9,35.3,28.09,64.181,0.5,0.5,28.547,64.625,6.3,6.3,5.0,3,Mùa khô
2022-03-12,28.479,35.2,23.7,65.708,0.0,0.0,3,25.0,41.0,28.097,65.319,0.2,0.2,28.418,64.857,4.8,4.8,4.0,3,Mùa khô
2022-03-13,29.275,35.0,25.5,66.208,5.1,5.1,3,19.7,36.0,28.732,65.083,5.1,5.1,28.453,64.976,7.6,7.6,4.0,3,Mùa khô
2022-03-14,28.983,35.4,25.9,71.0,1.4,1.4,3,17.4,37.1,28.913,67.639,6.5,6.5,28.482,65.589,7.0,7.0,4.0,3,Mùa khô
2022-03-15,28.829,35.0,25.0,71.75,0.1,0.1,3,19.4,33.5,29.029,69.653,6.6,6.6,28.548,66.744,7.1,7.1,5.0,3,Mùa khô
2022-03-16,28.725,33.5,25.0,70.0,0.5,0.5,3,18.0,30.6,28.846,70.917,2.0,2.0,28.586,67.845,7.3,7.3,5.0,3,Mùa khô
2022-03-17,29.104,35.0,24.9,68.542,0.0,0.0,3,18.1,31.7,28.886,70.097,0.6,0.6,28.834,68.077,7.1,7.1,4.0,3,Mùa khô
2022-03-18,29.017,34.5,25.8,72.167,2.3,2.3,3,15.7,32.8,28.949,70.236,2.8,2.8,28.916,69.339,9.4,9.4,5.0,3,Mùa khô
2022-03-19,28.392,34.5,24.2,74.208,1.8,1.8,3,21.7,36.0,28.838,71.639,4.1,4.1,28.904,70.554,11.2,11.2,6.0,3,Mùa khô
2022-03-20,28.742,34.4,25.1,74.125,0.8,0.8,3,19.7,32.4,28.717,73.5,4.9,4.9,28.827,71.685,6.9,6.9,6.0,3,Mùa khô
2022-03-21,28.342,32.7,25.3,74.542,2.8,2.8,3,26.1,42.5,28.492,74.292,5.4,5.4,28.736,72.19,8.3,8.3,6.0,3,Mùa khô
2022-03-22,27.658,30.8,25.4,78.292,4.6,4.6,3,19.3,36.0,28.247,75.653,8.2,8.2,28.568,73.125,12.8,12.8,6.0,3,Mùa khô
2022-03-23,28.292,33.5,24.7,77.417,1.6,1.6,3,16.9,28.8,28.097,76.75,9.0,9.0,28.507,74.185,13.9,13.9,6.0,3,Mùa khô
2022-03-24,28.346,32.8,25.1,77.917,2.2,2.2,0,19.8,33.5,28.099,77.875,8.4,8.4,28.398,75.524,16.1,16.1,7.0,3,Mùa khô
2022-03-25,29.392,34.9,25.3,72.375,0.0,0.0,0,20.5,35.3,28.676,75.903,3.8,3.8,28.452,75.554,13.8,13.8,6.0,3,Mùa khô
2022-03-26,29.7,35.3,24.8,70.875,0.0,0.0,0,17.0,27.0,29.146,73.722,2.2,2.2,28.639,75.077,12.0,12.0,5.0,3,Mùa khô
2022-03-27,29.354,35.7,23.5,71.333,1.2,1.2,1,17.1,31.3,29.482,71.528,1.2,1.2,28.726,74.679,12.4,12.4,5.0,3,Mùa khô
2022-03-28,28.629,35.4,24.2,73.625,9.1,9.1,3,16.8,32.8,29.228,71.944,10.3,10.3,28.767,74.548,18.7,18.7,5.0,3,Mùa khô
2022-03-29,27.6,33.6,23.9,79.583,11.1,11.1,1,18.1,36.0,28.528,74.847,21.4,21.4,28.759,74.732,25.2,25.2,5.0,3,Mùa khô
2022-03-30,27.787,33.2,24.0,78.792,5.2,5.2,3,17.8,30.2,28.006,77.333,25.4,25.4,28.687,74.929,28.8,28.8,5.0,3,Mùa khô
2022-03-31,26.471,30.9,24.3,84.875,18.4,18.4,3,12.9,24.5,27.286,81.083,34.7,34.7,28.419,75.923,45.0,45.0,5.0,3,Mùa khô
2022-04-01,25.9,29.6,23.8,87.0,31.4,31.4,51,19.6,33.8,26.719,83.556,55.0,55.0,27.92,78.012,76.4,76.4,6.0,4,Mùa khô
2022-04-02,27.362,31.9,24.0,81.333,3.0,3.0,3,17.0,28.8,26.578,84.403,52.8,52.8,27.586,79.506,79.4,79.4,7.0,4,Mùa khô
2022-04-03,25.771,31.6,22.8,83.25,21.1,21.1,2,15.8,24.5,26.344,83.861,55.5,55.5,27.074,81.208,99.3,99.3,7.0,4,Mùa khô
2022-04-04,25.908,32.0,22.9,82.792,14.8,14.8,3,11.5,35.3,26.347,82.458,38.9,38.9,26.686,82.518,105.0,105.0,7.0,4,Mùa khô
2022-04-05,26.346,31.0,23.5,84.125,22.7,22.7,3,9.1,27.4,26.008,83.389,58.6,58.6,26.507,83.167,116.6,116.6,7.0,4,Mùa khô
2022-04-06,27.021,32.2,23.2,81.917,0.1,0.1,3,15.3,23.4,26.425,82.944,37.6,37.6,26.397,83.613,111.5,111.5,7.0,4,Mùa khô
2022-04-07,26.592,30.0,23.6,85.583,0.2,0.2,3,14.0,24.5,26.653,83.875,23.0,23.0,26.414,83.714,93.3,93.3,7.0,4,Mùa khô
2022-04-08,27.079,32.5,22.8,77.667,1.8,1.8,3,16.7,26.3,26.897,81.722,2.1,2.1,26.583,82.381,63.7,63.7,7.0,4,Mùa khô
2022-04-09,27.154,31.9,23.3,79.292,0.8,0.8,3,15.1,23.0,26.942,80.847,2.8,2.8,26.553,82.089,61.5,61.5,7.0,4,Mùa khô
2022-04-10,26.888,31.6,23.1,79.792,19.1,19.1,51,14.2,22.3,27.04,78.917,21.7,21.7,26.713,81.595,59.5,59.5,7.0,4,Mùa khô
2022-04-11,27.188,30.5,24.0,81.25,2.4,2.4,51,14.8,26.3,27.076,80.111,22.3,22.3,26.895,81.375,47.1,47.1,7.0,4,Mùa khô
2022-04-12,27.258,31.5,23.8,81.833,2.0,2.0,3,13.5,24.5,27.111,80.958,23.5,23.5,27.026,81.048,26.4,26.4,7.0,4,Mùa khô
2022-04-13,28.204,32.7,24.7,80.875,0.8,0.8,0,13.3,21.6,27.55,81.319,5.2,5.2,27.195,80.899,27.1,27.1,7.0,4,Mùa khô
2022-04-14,28.213,32.9,25.1,80.917,6.9,6.9,3,13.0,26.6,27.892,81.208,9.7,9.7,27.426,80.232,33.8,33.8,7.0,4,Mùa khô
2022-04-15,27.338,31.5,24.1,85.167,14.5,14.5,51,12.5,22.3,27.918,82.319,22.2,22.2,27.463,81.304,46.5,46.5,7.0,4,Mùa khô
2022-04-16,27.042,30.6,24.7,86.0,19.1,19.1,1,15.3,29.2,27.531,84.028,40.5,40.5,27.447,82.262,64.8,64.8,7.0,4,Mùa khô
2022-04-17,27.783,31.7,24.8,81.292,1.0,1.0,3,16.2,31.3,27.388,84.153,34.6,34.6,27.575,82.476,46.7,46.7,7.0,4,Mùa khô
2022-04-18,28.475,33.0,25.4,75.375,0.2,0.2,3,15.3,29.5,27.767,80.889,20.3,20.3,27.759,81.637,44.5,44.5,7.0,4,Mùa khô
2022-04-19,28.5,32.9,24.7,75.208,0.1,0.1,1,13.4,21.2,28.253,77.292,1.3,1.3,27.936,80.69,42.6,42.6,7.0,4,Mùa khô
2022-04-20,28.054,32.7,25.0,78.917,3.2,3.2,3,18.3,34.6,28.343,76.5,3.5,3.5,27.915,80.411,45.0,45.0,7.0,4,Mùa khô
2022-04-21,28.771,33.9,25.0,73.542,2.9,2.9,0,17.7,28.1,28.442,75.889,6.2,6.2,27.995,79.357,41.0,41.0,7.0,4,Mùa khô
2022-04-22,29.012,34.1,25.2,73.5,0.5,0.5,0,14.0,24.8,28.612,75.319,6.6,6.6,28.234,77.69,27.0,27.0,7.0,4,Mùa khô
2022-04-23,29.129,35.2,25.8,76.292,0.7,0.7,0,18.0,33.1,28.971,74.444,4.1,4.1,28.532,76.304,8.6,8.6,7.0,4,Mùa khô
2022-04-24,28.967,33.7,25.6,79.375,6.0,6.0,3,19.9,34.6,29.036,76.389,7.2,7.2,28.701,76.03,13.6,13.6,7.0,4,Mùa khô
2022-04-25,28.975,33.4,26.1,78.25,2.1,2.1,3,17.3,33.8,29.024,77.972,8.8,8.8,28.773,76.44,15.5,15.5,7.0,4,Mùa khô
2022-04-26,28.758,33.8,25.8,77.417,1.8,1.8,3,10.4,22.0,28.9,78.347,9.9,9.9,28.81,76.756,17.2,17.2,7.0,4,Mùa khô
2022-04-27,30.05,35.5,25.2,72.708,0.0,0.0,3,15.1,25.6,29.261,76.125,3.9,3.9,29.095,75.869,14.0,14.0,6.0,4,Mùa khô
2022-04-28,29.579,34.0,26.5,74.083,2.2,2.2,3,21.8,36.0,29.463,74.736,4.0,4.0,29.21,75.946,13.3,13.3,6.0,4,Mùa khô
2022-04-29,25.608,27.1,24.0,87.417,32.6,32.6,61,17.8,30.2,28.412,78.069,34.8,34.8,28.724,77.935,45.4,45.4,6.0,4,Mùa khô
2022-04-30,26.592,29.8,24.4,85.833,17.2,17.2,3,17.2,30.2,27.26,82.444,52.0,52.0,28.361,79.298,61.9,61.9,6.0,4,Mùa khô
2022-05-01,26.883,30.6,25.0,87.0,10.6,10.6,3,15.9,32.0,26.361,86.75,60.4,60.4,28.064,80.387,66.5,66.5,6.0,5,Mùa mưa
2022-05-02,27.096,31.5,24.4,85.292,24.6,24.6,3,15.3,29.2,26.857,86.042,52.4,52.4,27.795,81.393,89.0,89.0,6.0,5,Mùa mưa
2022-05-03,26.175,29.6,24.0,87.042,16.1,16.1,51,15.1,27.7,26.718,86.444,51.3,51.3,27.426,82.768,103.3,103.3,6.0,5,Mùa mưa
2022-05-04,26.696,31.5,23.6,85.167,9.0,9.0,3,12.8,24.1,26.656,85.833,49.7,49.7,26.947,84.548,112.3,112.3,7.0,5,Mùa mưa
2022-05-05,27.537,32.0,23.9,82.75,3.9,3.9,3,18.3,31.0,26.803,84.986,29.0,29.0,26.655,85.786,114.0,114.0,7.0,5,Mùa mưa
2022-05-06,27.871,30.9,25.5,82.0,7.1,7.1,3,18.2,32.8,27.368,83.306,20.0,20.0,26.979,85.012,88.5,88.5,7.0,5,Mùa mưa
2022-05-07,28.254,32.5,25.6,78.083,6.4,6.4,3,20.1,35.3,27.888,80.944,17.4,17.4,27.216,83.905,77.7,77.7,7.0,5,Mùa mưa
2022-05-08,27.179,29.8,25.8,83.875,12.4,12.4,3,18.4,34.2,27.768,81.319,25.9,25.9,27.258,83.458,79.5,79.5,7.0,5,Mùa mưa
2022-05-09,28.296,32.1,26.0,81.375,3.7,3.7,3,19.4,32.4,27.91,81.111,22.5,22.5,27.43,82.899,58.6,58.6,7.0,5,Mùa mưa
2022-05-10,27.917,31.5,25.5,84.792,10.6,10.6,3,13.4,26.6,27.797,83.347,26.7,26.7,27.679,82.577,53.1,53.1,7.0,5,Mùa mưa
2022-05-11,28.417,32.1,25.4,85.083,5.0,5.0,3,13.2,31.3,28.21,83.75,19.3,19.3,27.924,82.565,49.1,49.1,7.0,5,Mùa mưa
2022-05-12,27.562,32.2,24.5,85.625,14.2,14.2,3,12.3,22.3,27.965,85.167,29.8,29.8,27.928,82.976,59.4,59.4,7.0,5,Mùa mưa
2022-05-13,28.4,33.0,25.6,85.208,3.5,3.5,3,14.2,28.4,28.126,85.306,22.7,22.7,28.004,83.435,55.8,55.8,7.0,5,Mùa mưa
2022-05-14,28.583,32.8,26.0,84.875,3.0,3.0,51,13.4,23.8,28.182,85.236,20.7,20.7,28.051,84.405,52.4,52.4,7.0,5,Mùa mưa
2022-05-15,28.842,33.2,25.0,83.333,16.3,16.3,3,16.5,30.2,28.608,84.472,22.8,22.8,28.288,84.327,56.3,56.3,7.0,5,Mùa mưa
2022-05-16,26.738,31.4,24.3,88.542,24.1,24.1,51,12.3,31.3,28.054,85.583,43.4,43.4,28.065,85.351,76.7,76.7,7.0,5,Mùa mưa
2022-05-17,26.704,30.7,24.5,87.208,7.5,7.5,51,13.3,24.5,27.428,86.361,47.9,47.9,27.892,85.696,73.6,73.6,7.0,5,Mùa mưa
2022-05-18,26.742,30.1,24.2,87.5,13.0,13.0,51,16.6,28.8,26.728,87.75,44.6,44.6,27.653,86.042,81.6,81.6,7.0,5,Mùa mưa
2022-05-19,26.417,30.3,24.1,89.375,36.6,36.6,51,13.2,26.6,26.621,88.028,57.1,57.1,27.489,86.577,104.0,104.0,7.0,5,Mùa mưa
2022-05-20,27.875,32.3,25.1,85.0,15.7,15.7,3,12.2,22.7,27.011,87.292,65.3,65.3,27.414,86.548,116.2,116.2,7.0,5,Mùa mưa
2022-05-21,27.662,31.8,24.9,85.875,4.2,4.2,3,15.6,28.8,27.318,86.75,56.5,56.5,27.283,86.69,117.4,117.4,7.0,5,Mùa mưa
2022-05-22,26.783,30.9,24.8,88.292,18.7,18.7,51,18.8,45.4,27.44,86.389,38.6,38.6,26.989,87.399,119.8,119.8,7.0,5,Mùa mưa
2022-05-23,26.629,29.5,24.5,87.708,2.6,2.6,3,20.5,40.3,27.025,87.292,25.5,25.5,26.973,87.28,98.3,98.3,7.0,5,Mùa mưa
2022-05-24,28.175,31.9,25.0,82.458,0.4,0.4,3,13.6,30.2,27.196,86.153,21.7,21.7,27.183,86.601,91.2,91.2,7.0,5,Mùa mưa
2022-05-25,28.092,32.5,25.1,83.625,6.7,6.7,3,17.6,32.4,27.632,84.597,9.7,9.7,27.376,86.048,84.9,84.9,7.0,5,Mùa mưa
2022-05-26,27.333,31.7,25.4,86.417,12.1,12.1,3,13.4,34.2,27.867,84.167,19.2,19.2,27.507,85.625,60.4,60.4,7.0,5,Mùa mưa
2022-05-27,26.6,31.2,24.8,88.375,36.8,36.8,51,17.8,32.8,27.342,86.139,55.6,55.6,27.325,86.107,81.5,81.5,7.0,5,Mùa mưa
2022-05-28,25.95,29.9,24.2,88.917,13.3,13.3,3,21.9,39.6,26.628,87.903,62.2,62.2,27.08,86.542,90.6,90.6,7.0,5,Mùa mưa
2022-05-29,26.479,30.1,24.2,87.708,6.9,6.9,3,19.2,33.8,26.343,88.333,57.0,57.0,27.037,86.458,78.8,78.8,7.0,5,Mùa mưa
2022-05-30,26.642,31.0,24.6,88.167,10.9,10.9,3,12.8,36.0,26.357,88.264,31.1,31.1,27.039,86.524,87.1,87.1,7.0,5,Mùa mưa
2022-05-31,27.542,32.1,24.1,86.5,12.2,12.2,3,8.4,19.1,26.888,87.458,30.0,30.0,26.948,87.101,98.9,98.9,7.0,5,Mùa mưa
2022-06-01,26.783,30.5,24.4,89.625,11.0,11.0,3,12.8,28.8,26.989,88.097,34.1,34.1,26.761,87.958,103.2,103.2,7.0,6,Mùa mưa
2022-06-02,26.779,32.2,24.1,86.125,20.4,20.4,3,23.1,41.0,27.035,87.417,43.6,43.6,26.682,87.917,111.5,111.5,7.0,6,Mùa mưa
2022-06-03,26.588,30.8,23.5,87.208,7.6,7.6,3,16.6,30.6,26.717,87.653,39.0,39.0,26.68,87.75,82.3,82.3,7.0,6,Mùa mưa
2022-06-04,26.496,30.6,24.2,86.417,16.8,16.8,3,12.7,26.3,26.621,86.583,44.8,44.8,26.758,87.393,85.8,85.8,7.0,6,Mùa mưa
2022-06-05,27.475,32.2,23.2,82.75,0.0,0.0,0,15.9,28.4,26.853,85.458,24.4,24.4,26.901,86.685,78.9,78.9,6.0,6,Mùa mưa
2022-06-06,27.85,32.2,24.5,83.667,2.9,2.9,3,14.8,28.1,27.274,84.278,19.7,19.7,27.073,86.042,70.9,70.9,6.0,6,Mùa mưa
2022-06-07,27.292,32.2,24.5,86.458,21.8,21.8,3,9.2,22.0,27.539,84.292,24.7,24.7,27.037,86.036,80.5,80.5,6.0,6,Mùa mưa
2022-06-08,27.746,32.5,24.2,82.375,2.1,2.1,3,10.7,21.6,27.629,84.167,26.8,26.8,27.175,85.0,71.6,71.6,6.0,6,Mùa mưa
2022-06-09,28.454,33.4,24.5,80.292,0.7,0.7,3,11.6,17.6,27.831,83.042,24.6,24.6,27.414,84.167,51.9,51.9,6.0,6,Mùa mưa
2022-06-10,27.037,31.9,23.8,87.042,23.0,23.0,3,8.2,31.7,27.746,83.236,25.8,25.8,27.479,84.143,67.3,67.3,6.0,6,Mùa mưa
2022-06-11,28.071,33.2,24.2,81.125,1.1,1.1,3,10.9,18.7,27.854,82.819,24.8,24.8,27.704,83.387,51.6,51.6,6.0,6,Mùa mưa
2022-06-12,27.1,31.5,24.2,85.75,6.3,6.3,3,11.0,25.6,27.403,84.639,30.4,30.4,27.65,83.815,57.9,57.9,7.0,6,Mùa mưa
2022-06-13,27.521,32.0,24.2,84.792,1.6,1.6,3,10.7,23.0,27.564,83.889,9.0,9.0,27.603,83.976,56.6,56.6,7.0,6,Mùa mưa
2022-06-14,28.079,31.8,24.5,82.417,1.0,1.0,3,14.7,27.0,27.567,84.319,8.9,8.9,27.715,83.399,35.8,35.8,7.0,6,Mùa mưa
2022-06-15,27.854,32.3,25.3,83.917,7.3,7.3,3,15.5,29.5,27.818,83.708,9.9,9.9,27.731,83.619,41.0,41.0,7.0,6,Mùa mưa
2022-06-16,27.679,32.0,24.6,84.292,2.9,2.9,3,9.8,22.0,27.871,83.542,11.2,11.2,27.62,84.19,43.2,43.2,7.0,6,Mùa mưa
2022-06-17,27.408,32.2,24.6,85.5,10.6,10.6,3,18.7,34.2,27.647,84.569,20.8,20.8,27.673,83.97,30.8,30.8,7.0,6,Mùa mưa
2022-06-18,27.787,32.5,24.0,83.25,9.1,9.1,3,10.4,19.4,27.625,84.347,22.6,22.6,27.633,84.274,38.8,38.8,7.0,6,Mùa mưa
2022-06-19,27.304,32.6,24.7,84.167,3.1,3.1,3,22.0,37.4,27.5,84.306,22.8,22.8,27.662,84.048,35.6,35.6,7.0,6,Mùa mưa
2022-06-20,27.262,32.1,24.0,86.917,10.9,10.9,3,17.0,34.2,27.451,84.778,23.1,23.1,27.625,84.351,44.9,44.9,7.0,6,Mùa mưa
2022-06-21,26.458,31.4,24.1,85.625,14.5,14.5,3,16.2,31.7,27.008,85.569,28.5,28.5,27.393,84.81,58.4,58.4,7.0,6,Mùa mưa
2022-06-22,26.888,31.5,24.5,86.583,33.4,33.4,3,18.8,35.3,26.869,86.375,58.8,58.8,27.255,85.19,84.5,84.5,7.0,6,Mùa mưa
2022-06-23,26.854,31.5,24.8,86.875,18.8,18.8,3,21.3,38.9,26.733,86.361,66.7,66.7,27.138,85.56,100.4,100.4,7.0,6,Mùa mưa
2022-06-24,26.629,31.1,23.9,88.083,9.6,9.6,3,14.0,32.4,26.79,87.181,61.8,61.8,27.026,85.929,99.4,99.4,7.0,6,Mùa mưa
2022-06-25,26.867,31.2,23.9,85.625,8.4,8.4,3,12.8,32.0,26.783,86.861,36.8,36.8,26.895,86.268,98.7,98.7,7.0,6,Mùa mưa
2022-06-26,27.421,31.6,24.7,85.083,11.1,11.1,3,14.5,32.0,26.972,86.264,29.1,29.1,26.911,86.399,106.7,106.7,7.0,6,Mùa mưa
2022-06-27,28.142,32.3,24.4,82.167,15.2,15.2,1,11.3,24.1,27.476,84.292,34.7,34.7,27.037,85.72,111.0,111.0,7.0,6,Mùa mưa
2022-06-28,26.438,31.1,24.1,86.75,17.6,17.6,51,11.4,28.4,27.333,84.667,43.9,43.9,27.034,85.881,114.1,114.1,7.0,6,Mùa mưa
2022-06-29,27.833,32.8,25.1,85.0,18.9,18.9,3,21.0,36.4,27.471,84.639,51.7,51.7,27.169,85.655,99.6,99.6,7.0,6,Mùa mưa
2022-06-30,27.112,30.3,25.5,87.083,17.8,17.8,3,26.4,43.9,27.128,86.278,54.3,54.3,27.206,85.685,98.6,98.6,7.0,6,Mùa mưa
2022-07-01,26.671,29.9,24.9,88.417,5.8,5.8,3,17.1,32.0,27.206,86.833,42.5,42.5,27.212,85.732,94.8,94.8,7.0,7,Mùa mưa
2022-07-02,26.854,30.5,25.0,88.0,10.7,10.7,3,22.3,47.5,26.879,87.833,34.3,34.3,27.21,86.071,97.1,97.1,7.0,7,Mùa mưa
