date,temp_mean_today,temp_max_today,temp_min_today,humidity_mean_today,precipitation_sum_today,rain_sum_today,weather_code,wind_speed_max_today,wind_gusts_max_today,temp_mean_3d,humidity_mean_3d,precipitation_sum_3d,rain_sum_3d,temp_mean_7d,humidity_mean_7d,precipitation_sum_7d,rain_sum_7d,rain_days_7d,month,season
2021-01-01,26.05,30.9,22.2,52.333,0.0,0.0,3,21.6,34.9,26.05,52.333,0.0,0.0,26.05,52.333,0.0,0.0,0.0,1,Mùa khô
2021-01-02,26.421,32.2,22.4,55.792,0.3,0.3,3,10.9,20.9,26.235,54.062,0.3,0.3,26.235,54.062,0.3,0.3,1.0,1,Mùa khô
2021-01-03,26.95,33.2,22.4,60.833,0.2,0.2,3,18.5,33.1,26.474,56.319,0.5,0.5,26.474,56.319,0.5,0.5,2.0,1,Mùa khô
2021-01-04,27.958,33.5,23.4,64.208,1.0,1.0,3,16.4,29.5,27.11,60.278,1.5,1.5,26.845,58.292,1.5,1.5,3.0,1,Mùa khô
2021-01-05,28.317,33.0,24.0,66.042,3.9,3.9,3,15.0,49.0,27.742,63.694,5.1,5.1,27.139,59.842,5.4,5.4,4.0,1,Mùa khô
2021-01-06,28.325,33.3,23.9,64.292,0.1,0.1,1,14.4,43.6,28.2,64.847,5.0,5.0,27.337,60.583,5.5,5.5,5.0,1,Mùa khô
2021-01-07,28.671,35.2,24.5,61.25,0.0,0.0,0,19.8,35.3,28.438,63.861,4.0,4.0,27.527,60.679,5.5,5.5,5.0,1,Mùa khô
2021-01-08,28.3,34.5,23.4,60.875,0.0,0.0,3,17.6,31.0,28.432,62.139,0.1,0.1,27.849,61.899,5.5,5.5,5.0,1,Mùa khô
2021-01-09,27.092,32.5,22.6,57.667,0.0,0.0,2,18.2,31.0,28.021,59.931,0.0,0.0,27.945,62.167,5.2,5.2,4.0,1,Mùa khô
2021-01-10,27.017,32.9,21.9,58.208,0.0,0.0,3,18.9,31.3,27.469,58.917,0.0,0.0,27.954,61.792,5.0,5.0,3.0,1,Mùa khô
2021-01-11,27.554,34.3,21.4,56.333,0.0,0.0,3,24.4,38.9,27.221,57.403,0.0,0.0,27.896,60.667,4.0,4.0,2.0,1,Mùa khô
2021-01-12,26.488,32.9,21.5,50.292,0.0,0.0,2,15.9,27.7,27.019,54.944,0.0,0.0,27.635,58.417,0.1,0.1,1.0,1,Mùa khô
2021-01-13,25.046,30.8,19.4,51.667,0.0,0.0,0,11.3,25.6,26.362,52.764,0.0,0.0,27.167,56.613,0.0,0.0,0.0,1,Mùa khô
2021-01-14,25.379,31.8,20.5,64.125,0.0,0.0,3,21.2,37.1,25.638,55.361,0.0,0.0,26.696,57.024,0.0,0.0,0.0,1,Mùa khô
2021-01-15,25.662,32.8,20.7,66.792,0.0,0.0,1,20.6,40.3,25.362,60.861,0.0,0.0,26.32,57.869,0.0,0.0,0.0,1,Mùa khô
2021-01-16,26.183,32.8,21.7,64.5,0.0,0.0,1,18.8,33.5,25.742,65.139,0.0,0.0,26.19,58.845,0.0,0.0,0.0,1,Mùa khô
2021-01-17,26.954,34.7,21.8,59.292,0.0,0.0,3,20.1,34.9,26.267,63.528,0.0,0.0,26.181,59.0,0.0,0.0,0.0,1,Mùa khô
2021-01-18,26.429,32.6,21.5,49.458,0.0,0.0,3,16.1,24.8,26.522,57.75,0.0,0.0,26.02,58.018,0.0,0.0,0.0,1,Mùa khô
2021-01-19,25.829,31.3,20.2,48.958,0.0,0.0,3,10.7,25.2,26.404,52.569,0.0,0.0,25.926,57.827,0.0,0.0,0.0,1,Mùa khô
2021-01-20,26.933,32.7,21.6,65.458,0.0,0.0,3,16.5,28.1,26.397,54.625,0.0,0.0,26.196,59.798,0.0,0.0,0.0,1,Mùa khô
2021-01-21,27.175,32.8,22.3,68.333,0.0,0.0,3,18.1,32.8,26.646,60.917,0.0,0.0,26.452,60.399,0.0,0.0,0.0,1,Mùa khô
2021-01-22,26.604,31.5,23.3,75.667,10.0,10.0,3,13.2,25.9,26.904,69.819,10.0,10.0,26.587,61.667,10.0,10.0,1.0,1,Mùa khô
2021-01-23,25.721,29.0,23.7,81.5,5.1,5.1,1,11.9,21.2,26.5,75.167,15.1,15.1,26.521,64.095,15.1,15.1,2.0,1,Mùa khô
2021-01-24,26.075,30.8,22.7,78.167,1.3,1.3,1,13.7,21.2,26.133,78.444,16.4,16.4,26.395,66.792,16.4,16.4,3.0,1,Mùa khô
2021-01-25,26.054,31.1,22.6,78.417,0.2,0.2,3,19.5,31.3,25.95,79.361,6.6,6.6,26.342,70.929,16.6,16.6,4.0,1,Mùa khô
2021-01-26,26.654,31.8,22.3,73.0,0.2,0.2,3,14.4,25.9,26.261,76.528,1.7,1.7,26.46,74.363,16.8,16.8,5.0,1,Mùa khô
2021-01-27,27.046,32.5,22.0,70.042,0.3,0.3,3,11.3,20.5,26.585,73.819,0.7,0.7,26.476,75.018,17.1,17.1,6.0,1,Mùa khô
2021-01-28,27.088,33.1,22.6,70.458,0.2,0.2,3,18.7,32.0,26.929,71.167,0.7,0.7,26.463,75.321,17.3,17.3,7.0,1,Mùa khô
2021-01-29,26.546,31.5,21.9,59.417,0.0,0.0,3,17.6,28.8,26.893,66.639,0.5,0.5,26.455,73.0,7.3,7.3,6.0,1,Mùa khô
2021-01-30,26.287,32.8,20.1,58.25,0.0,0.0,3,12.9,25.6,26.64,62.708,0.2,0.2,26.536,69.679,2.2,2.2,5.0,1,Mùa khô
2021-01-31,27.225,32.8,22.0,62.167,0.0,0.0,3,12.0,25.2,26.686,59.944,0.0,0.0,26.7,67.393,0.9,0.9,4.0,1,Mùa khô
2021-02-01,27.55,33.3,22.6,61.042,0.0,0.0,0,19.3,33.8,27.021,60.486,0.0,0.0,26.914,64.911,0.7,0.7,3.0,2,Mùa khô
2021-02-02,27.258,33.2,22.8,59.708,0.0,0.0,2,19.8,33.1,27.344,60.972,0.0,0.0,27.0,63.012,0.5,0.5,2.0,2,Mùa khô
2021-02-03,26.571,33.2,21.0,62.458,0.0,0.0,3,17.6,29.9,27.126,61.069,0.0,0.0,26.932,61.929,0.2,0.2,1.0,2,Mùa khô
2021-02-04,27.271,34.0,21.3,61.5,0.0,0.0,3,16.6,28.1,27.033,61.222,0.0,0.0,26.958,60.649,0.0,0.0,0.0,2,Mùa khô
2021-02-05,27.738,33.1,23.0,63.958,0.5,0.5,2,19.9,33.1,27.193,62.639,0.5,0.5,27.129,61.298,0.5,0.5,1.0,2,Mùa khô
2021-02-06,27.808,32.5,23.4,64.0,0.4,0.4,3,18.7,31.3,27.606,63.153,0.9,0.9,27.346,62.119,0.9,0.9,2.0,2,Mùa khô
2021-02-07,28.05,33.2,24.1,62.958,0.1,0.1,3,14.9,27.4,27.865,63.639,1.0,1.0,27.464,62.232,1.0,1.0,3.0,2,Mùa khô
2021-02-08,27.625,32.5,24.2,69.375,1.5,1.5,51,10.6,19.1,27.828,65.444,2.0,2.0,27.474,63.423,2.5,2.5,4.0,2,Mùa khô
2021-02-09,27.508,32.0,23.5,70.583,0.3,0.3,1,14.8,29.2,27.728,67.639,1.9,1.9,27.51,64.976,2.8,2.8,5.0,2,Mùa khô
2021-02-10,26.854,31.4,23.5,75.75,12.2,12.2,0,14.1,27.0,27.329,71.903,14.0,14.0,27.551,66.875,15.0,15.0,6.0,2,Mùa khô
2021-02-11,26.333,29.9,24.0,77.125,0.6,0.6,3,13.0,25.2,26.899,74.486,13.1,13.1,27.417,69.107,15.6,15.6,7.0,2,Mùa khô
2021-02-12,26.167,31.2,22.8,73.0,2.1,2.1,51,18.7,29.9,26.451,75.292,14.9,14.9,27.192,70.399,17.2,17.2,7.0,2,Mùa khô
2021-02-13,25.638,31.4,21.8,71.583,0.0,0.0,3,19.5,31.0,26.046,73.903,2.7,2.7,26.882,71.482,16.8,16.8,6.0,2,Mùa khô
2021-02-14,25.317,30.6,21.0,68.417,0.0,0.0,0,21.5,33.5,25.707,71.0,2.1,2.1,26.492,72.262,16.7,16.7,5.0,2,Mùa khô
2021-02-15,25.279,31.6,20.8,69.458,0.0,0.0,0,21.6,37.4,25.411,69.819,0.0,0.0,26.157,72.274,15.2,15.2,4.0,2,Mùa khô
2021-02-16,25.367,32.0,21.4,69.375,0.0,0.0,1,21.0,41.8,25.321,69.083,0.0,0.0,25.851,72.101,14.9,14.9,3.0,2,Mùa khô
2021-02-17,26.408,33.0,21.5,60.583,0.0,0.0,0,23.2,39.2,25.685,66.472,0.0,0.0,25.787,69.935,2.7,2.7,2.0,2,Mùa khô
2021-02-18,26.546,32.5,20.3,59.5,0.0,0.0,0,14.3,27.7,26.107,63.153,0.0,0.0,25.817,67.417,2.1,2.1,1.0,2,Mùa khô
2021-02-19,26.671,32.9,20.5,53.125,0.0,0.0,0,17.8,29.5,26.542,57.736,0.0,0.0,25.889,64.577,0.0,0.0,0.0,2,Mùa khô
2021-02-20,26.463,32.8,20.8,55.125,0.0,0.0,2,16.0,29.9,26.56,55.917,0.0,0.0,26.007,62.226,0.0,0.0,0.0,2,Mùa khô
2021-02-21,25.963,32.2,20.5,61.5,0.0,0.0,2,18.3,33.1,26.365,56.583,0.0,0.0,26.099,61.238,0.0,0.0,0.0,2,Mùa khô
2021-02-22,25.721,33.0,20.9,62.958,0.0,0.0,1,23.2,42.1,26.049,59.861,0.0,0.0,26.162,60.31,0.0,0.0,0.0,2,Mùa khô
2021-02-23,26.129,33.3,21.6,65.375,0.0,0.0,3,23.0,40.0,25.938,63.278,0.0,0.0,26.271,59.738,0.0,0.0,0.0,2,Mùa khô
2021-02-24,26.833,34.5,22.8,67.292,0.0,0.0,2,20.2,35.3,26.228,65.208,0.0,0.0,26.332,60.696,0.0,0.0,0.0,2,Mùa khô
2021-02-25,27.412,34.2,22.6,68.958,0.0,0.0,3,16.7,27.4,26.792,67.208,0.0,0.0,26.456,62.048,0.0,0.0,0.0,2,Mùa khô
2021-02-26,27.592,32.7,24.0,72.25,0.1,0.1,3,17.3,29.5,27.279,69.5,0.1,0.1,26.588,64.78,0.1,0.1,1.0,2,Mùa khô
2021-02-27,27.554,33.0,24.0,74.083,0.2,0.2,0,15.5,28.8,27.519,71.764,0.3,0.3,26.743,67.488,0.3,0.3,2.0,2,Mùa khô
2021-02-28,27.708,32.7,23.6,71.042,0.6,0.6,0,19.1,35.6,27.618,72.458,0.9,0.9,26.993,68.851,0.9,0.9,3.0,2,Mùa khô
2021-03-01,28.258,34.0,24.3,70.75,0.0,0.0,2,19.5,36.0,27.84,71.958,0.8,0.8,27.355,69.964,0.9,0.9,3.0,3,Mùa khô
2021-03-02,28.592,35.5,24.6,69.375,0.2,0.2,3,20.6,37.4,28.186,70.389,0.8,0.8,27.707,70.536,1.1,1.1,4.0,3,Mùa khô
2021-03-03,28.817,36.1,24.0,63.375,0.5,0.5,1,20.4,36.0,28.556,67.833,0.7,0.7,27.99,69.976,1.6,1.6,5.0,3,Mùa khô
2021-03-04,29.208,36.8,24.7,57.833,0.0,0.0,0,27.2,46.8,28.872,63.528,0.7,0.7,28.247,68.387,1.6,1.6,5.0,3,Mùa khô
2021-03-05,28.371,36.1,22.5,59.083,0.0,0.0,0,26.9,45.4,28.799,60.097,0.5,0.5,28.358,66.506,1.5,1.5,4.0,3,Mùa khô
2021-03-06,28.454,36.3,22.5,60.375,0.0,0.0,0,23.2,40.3,28.678,59.097,0.0,0.0,28.487,64.548,1.3,1.3,3.0,3,Mùa khô
2021-03-07,28.554,35.7,24.0,65.25,0.3,0.3,0,23.8,39.6,28.46,61.569,0.3,0.3,28.608,63.72,1.0,1.0,3.0,3,Mùa khô
2021-03-08,29.112,35.7,23.9,54.917,0.0,0.0,0,21.6,37.1,28.707,60.181,0.3,0.3,28.73,61.458,1.0,1.0,3.0,3,Mùa khô
2021-03-09,28.696,34.2,24.3,58.042,0.3,0.3,0,18.5,33.5,28.787,59.403,0.6,0.6,28.745,59.839,1.1,1.1,3.0,3,Mùa khô
2021-03-10,28.888,34.3,23.6,56.458,0.2,0.2,0,16.3,29.9,28.899,56.472,0.5,0.5,28.755,58.851,0.8,0.8,3.0,3,Mùa khô
2021-03-11,29.333,35.0,25.2,57.083,0.3,0.3,0,21.4,34.6,28.972,57.194,0.8,0.8,28.773,58.744,1.1,1.1,4.0,3,Mùa khô
2021-03-12,29.6,36.0,24.9,50.583,0.0,0.0,0,20.6,37.8,29.274,54.708,0.5,0.5,28.948,57.53,1.1,1.1,4.0,3,Mùa khô
2021-03-13,29.154,35.7,25.0,56.75,0.1,0.1,0,22.9,38.2,29.362,54.806,0.4,0.4,29.048,57.012,1.2,1.2,5.0,3,Mùa khô
2021-03-14,28.333,35.3,23.2,63.417,0.0,0.0,0,24.5,42.5,29.029,56.917,0.1,0.1,29.017,56.75,0.9,0.9,4.0,3,Mùa khô
2021-03-15,27.908,35.3,23.5,66.375,0.1,0.1,0,21.3,42.1,28.465,62.181,0.2,0.2,28.845,58.387,1.0,1.0,5.0,3,Mùa khô
2021-03-16,27.963,33.5,24.6,66.667,0.1,0.1,1,23.0,38.9,28.068,65.486,0.2,0.2,28.74,59.619,0.8,0.8,5.0,3,Mùa khô
2021-03-17,27.821,34.2,24.1,67.792,0.1,0.1,3,20.5,36.7,27.897,66.944,0.3,0.3,28.588,61.238,0.7,0.7,5.0,3,Mùa khô
2021-03-18,28.154,34.3,24.1,70.625,0.0,0.0,3,23.8,45.4,27.979,68.361,0.2,0.2,28.419,63.173,0.4,0.4,4.0,3,Mùa khô
2021-03-19,28.783,36.0,24.3,71.792,0.1,0.1,3,21.5,37.8,28.253,70.069,0.2,0.2,28.302,66.202,0.5,0.5,5.0,3,Mùa khô
2021-03-20,28.883,33.0,25.6,71.125,1.1,1.1,3,17.6,31.0,28.607,71.181,1.2,1.2,28.264,68.256,1.5,1.5,5.0,3,Mùa khô
2021-03-21,29.071,34.8,25.6,70.083,1.4,1.4,51,22.9,38.2,28.913,71.0,2.6,2.6,28.369,69.208,2.9,2.9,6.0,3,Mùa khô
2021-03-22,29.892,35.8,24.7,63.458,0.0,0.0,1,19.1,35.6,29.282,68.222,2.5,2.5,28.652,68.792,2.8,2.8,5.0,3,Mùa khô
2021-03-23,30.742,36.7,25.6,54.625,2.0,2.0,3,13.2,28.8,29.901,62.722,3.4,3.4,29.049,67.071,4.7,4.7,5.0,3,Mùa khô
2021-03-24,29.85,35.8,26.0,61.0,3.6,3.6,3,18.1,38.9,30.161,59.694,5.6,5.6,29.339,66.101,8.2,8.2,5.0,3,Mùa khô
2021-03-25,28.963,33.0,26.0,68.292,0.4,0.4,3,19.5,34.9,29.851,61.306,6.0,6.0,29.455,65.768,8.6,8.6,6.0,3,Mùa khô
2021-03-26,29.108,35.7,24.6,65.875,0.0,0.0,2,23.7,38.9,29.307,65.056,4.0,4.0,29.501,64.923,8.5,8.5,5.0,3,Mùa khô
2021-03-27,29.175,35.3,25.1,67.75,0.1,0.1,2,23.7,38.9,29.082,67.306,0.5,0.5,29.543,64.44,7.5,7.5,5.0,3,Mùa khô
2021-03-28,29.267,35.8,25.1,67.417,0.0,0.0,0,19.0,34.2,29.183,67.014,0.1,0.1,29.571,64.06,6.1,6.1,4.0,3,Mùa khô
2021-03-29,29.213,35.0,25.4,68.333,0.0,0.0,0,18.1,31.7,29.218,67.833,0.1,0.1,29.474,64.756,6.1,6.1,4.0,3,Mùa khô
2021-03-30,29.175,34.2,25.2,68.833,0.3,0.3,1,17.4,32.0,29.218,68.194,0.3,0.3,29.25,66.786,4.4,4.4,4.0,3,Mùa khô
2021-03-31,29.642,35.8,25.2,70.417,0.0,0.0,1,18.9,32.0,29.343,69.194,0.3,0.3,29.22,68.131,0.8,0.8,3.0,3,Mùa khô
2021-04-01,29.629,35.1,25.9,68.833,0.4,0.4,1,18.2,32.8,29.482,69.361,0.7,0.7,29.315,68.208,0.8,0.8,3.0,4,Mùa khô
2021-04-02,29.821,34.8,26.3,72.833,5.3,5.3,51,18.2,29.5,29.697,70.694,5.7,5.7,29.417,69.202,6.1,6.1,4.0,4,Mùa khô
2021-04-03,27.846,32.2,24.7,79.417,12.0,12.0,1,16.7,29.5,29.099,73.694,17.7,17.7,29.227,70.869,18.0,18.0,4.0,4,Mùa khô
2021-04-04,28.033,31.3,25.5,79.0,7.9,7.9,2,14.6,32.4,28.567,77.083,25.2,25.2,29.051,72.524,25.9,25.9,5.0,4,Mùa khô
2021-04-05,28.279,32.8,24.5,75.625,0.2,0.2,3,17.1,29.2,28.053,78.014,20.1,20.1,28.918,73.565,26.1,26.1,6.0,4,Mùa khô
2021-04-06,28.933,35.4,24.4,65.542,0.0,0.0,2,23.6,38.9,28.415,73.389,8.1,8.1,28.883,73.095,25.8,25.8,5.0,4,Mùa khô
2021-04-07,28.633,33.8,24.2,66.458,0.1,0.1,0,18.0,31.0,28.615,69.208,0.3,0.3,28.739,72.53,25.9,25.9,6.0,4,Mùa khô
2021-04-08,28.358,32.8,25.5,72.292,0.9,0.9,3,13.3,28.8,28.642,68.097,1.0,1.0,28.558,73.024,26.4,26.4,6.0,4,Mùa khô
2021-04-09,28.329,33.0,25.9,73.417,5.4,5.4,3,15.5,33.1,28.44,70.722,6.4,6.4,28.345,73.107,26.5,26.5,6.0,4,Mùa khô
2021-04-10,28.683,33.7,24.9,70.708,1.8,1.8,51,18.7,32.4,28.457,72.139,8.1,8.1,28.464,71.863,16.3,16.3,6.0,4,Mùa khô
2021-04-11,29.446,35.3,25.1,65.583,0.4,0.4,0,19.4,40.0,28.819,69.903,7.6,7.6,28.666,69.946,8.8,8.8,6.0,4,Mùa khô
2021-04-12,29.208,34.3,25.8,67.417,1.0,1.0,0,14.9,34.9,29.112,67.903,3.2,3.2,28.799,68.774,9.6,9.6,6.0,4,Mùa khô
2021-04-13,28.796,33.7,25.5,74.625,3.4,3.4,1,16.3,34.2,29.15,69.208,4.8,4.8,28.779,70.071,13.0,13.0,7.0,4,Mùa khô
2021-04-14,28.742,33.3,25.4,72.833,6.8,6.8,51,14.6,25.2,28.915,71.625,11.2,11.2,28.795,70.982,19.7,19.7,7.0,4,Mùa khô
2021-04-15,27.217,31.7,24.1,84.833,48.1,48.1,2,14.1,25.6,28.251,77.431,58.3,58.3,28.632,72.774,66.9,66.9,7.0,4,Mùa khô
2021-04-16,27.104,31.2,24.1,84.458,14.6,14.6,51,13.0,23.4,27.688,80.708,69.5,69.5,28.457,74.351,76.1,76.1,7.0,4,Mùa khô
2021-04-17,27.404,32.0,24.6,83.875,18.8,18.8,51,11.0,22.0,27.242,84.389,81.5,81.5,28.274,76.232,93.1,93.1,7.0,4,Mùa khô
2021-04-18,26.954,30.0,24.9,84.625,12.2,12.2,51,13.3,29.5,27.154,84.319,45.6,45.6,27.918,78.952,104.9,104.9,7.0,4,Mùa khô
2021-04-19,26.946,30.8,24.5,86.792,8.6,8.6,51,13.0,27.0,27.101,85.097,39.6,39.6,27.595,81.72,112.5,112.5,7.0,4,Mùa khô
2021-04-20,28.042,32.3,25.0,82.75,3.2,3.2,3,8.7,22.0,27.314,84.722,24.0,24.0,27.487,82.881,112.3,112.3,7.0,4,Mùa khô
2021-04-21,27.979,31.6,25.6,83.75,5.5,5.5,3,9.9,22.0,27.656,84.431,17.3,17.3,27.378,84.44,111.0,111.0,7.0,4,Mùa khô
2021-04-22,26.642,29.2,24.9,89.083,17.5,17.5,51,9.8,21.6,27.554,85.194,26.2,26.2,27.296,85.048,80.4,80.4,7.0,4,Mùa khô
2021-04-23,26.954,31.2,24.7,86.667,17.7,17.7,3,14.7,28.8,27.192,86.5,40.7,40.7,27.274,85.363,83.5,83.5,7.0,4,Mùa khô
2021-04-24,27.771,32.3,24.5,83.208,4.8,4.8,3,14.8,25.9,27.122,86.319,40.0,40.0,27.327,85.268,69.5,69.5,7.0,4,Mùa khô
2021-04-25,27.729,31.8,24.5,83.75,6.6,6.6,51,12.0,28.1,27.485,84.542,29.1,29.1,27.438,85.143,63.9,63.9,7.0,4,Mùa khô
2021-04-26,28.325,32.2,24.9,81.625,0.3,0.3,3,14.4,24.5,27.942,82.861,11.7,11.7,27.635,84.405,55.6,55.6,7.0,4,Mùa khô
2021-04-27,27.312,30.8,25.5,86.25,13.3,13.3,51,12.6,26.6,27.789,83.875,20.2,20.2,27.53,84.905,65.7,65.7,7.0,4,Mùa khô
2021-04-28,27.75,31.5,25.1,82.875,3.5,3.5,3,12.8,29.9,27.796,83.583,17.1,17.1,27.498,84.78,63.7,63.7,7.0,4,Mùa khô
2021-04-29,28.138,32.0,25.3,77.667,0.1,0.1,1,13.7,25.6,27.733,82.264,16.9,16.9,27.711,83.149,46.3,46.3,7.0,4,Mùa khô
2021-04-30,28.433,32.5,25.2,77.042,0.4,0.4,3,14.2,29.2,28.107,79.194,4.0,4.0,27.923,81.774,29.0,29.0,7.0,4,Mùa khô
2021-05-01,28.017,30.8,25.4,82.958,6.1,6.1,2,17.0,31.0,28.196,79.222,6.6,6.6,27.958,81.738,30.3,30.3,7.0,5,Mùa mưa
2021-05-02,28.787,32.9,25.4,78.25,0.3,0.3,2,15.4,25.9,28.412,79.417,6.8,6.8,28.109,80.952,24.0,24.0,7.0,5,Mùa mưa
2021-05-03,28.575,33.5,25.5,78.125,0.4,0.4,2,18.5,29.5,28.46,79.778,6.8,6.8,28.145,80.452,24.1,24.1,7.0,5,Mùa mưa
2021-05-04,28.925,33.5,24.8,74.583,0.3,0.3,0,16.0,23.8,28.762,76.986,1.0,1.0,28.375,78.786,11.1,11.1,7.0,5,Mùa mưa
2021-05-05,29.592,34.4,25.6,73.5,1.9,1.9,2,14.9,30.2,29.031,75.403,2.6,2.6,28.638,77.446,9.5,9.5,7.0,5,Mùa mưa
2021-05-06,29.508,34.1,26.0,72.542,0.6,0.6,3,16.1,34.2,29.342,73.542,2.8,2.8,28.834,76.714,10.0,10.0,7.0,5,Mùa mưa
2021-05-07,28.383,32.8,25.0,80.792,1.3,1.3,3,17.2,29.5,29.161,75.611,3.8,3.8,28.827,77.25,10.9,10.9,7.0,5,Mùa mưa
2021-05-08,28.588,32.7,25.7,80.292,1.8,1.8,3,18.6,33.8,28.826,77.875,3.7,3.7,28.908,76.869,6.6,6.6,7.0,5,Mùa mưa
2021-05-09,28.638,32.6,26.4,81.708,7.8,7.8,3,12.6,25.2,28.536,80.931,10.9,10.9,28.887,77.363,14.1,14.1,7.0,5,Mùa mưa
2021-05-10,29.246,33.1,26.0,78.708,0.7,0.7,1,12.1,24.5,28.824,80.236,10.3,10.3,28.983,77.446,14.4,14.4,7.0,5,Mùa mưa
2021-05-11,29.512,33.2,26.0,77.583,1.5,1.5,1,13.1,25.9,29.132,79.333,10.0,10.0,29.067,77.875,15.6,15.6,7.0,5,Mùa mưa
2021-05-12,29.896,34.5,26.5,75.958,3.4,3.4,2,12.7,26.3,29.551,77.417,5.6,5.6,29.11,78.226,17.1,17.1,7.0,5,Mùa mưa
2021-05-13,29.283,33.2,26.7,80.792,5.4,5.4,2,18.4,32.0,29.564,78.111,10.3,10.3,29.078,79.405,21.9,21.9,7.0,5,Mùa mưa
2021-05-14,28.808,31.6,26.5,81.917,3.4,3.4,3,14.9,29.5,29.329,79.556,12.2,12.2,29.139,79.565,24.0,24.0,7.0,5,Mùa mưa
2021-05-15,28.742,32.8,25.9,82.0,3.3,3.3,3,16.0,31.7,28.944,81.569,12.1,12.1,29.161,79.81,25.5,25.5,7.0,5,Mùa mưa
2021-05-16,29.012,32.8,25.8,82.0,4.8,4.8,51,15.0,28.4,28.854,81.972,11.5,11.5,29.214,79.851,22.5,22.5,7.0,5,Mùa mưa
2021-05-17,28.017,31.9,25.0,83.833,31.1,31.1,51,16.6,31.0,28.59,82.611,39.2,39.2,29.039,80.583,52.9,52.9,7.0,5,Mùa mưa
2021-05-18,28.0,31.5,25.4,84.875,7.2,7.2,51,13.3,28.4,28.343,83.569,43.1,43.1,28.823,81.625,58.6,58.6,7.0,5,Mùa mưa
2021-05-19,28.125,32.5,25.4,85.75,8.7,8.7,3,13.0,24.8,28.047,84.819,47.0,47.0,28.57,83.024,63.9,63.9,7.0,5,Mùa mưa
2021-05-20,28.667,32.5,25.5,82.333,13.6,13.6,3,14.2,25.6,28.264,84.319,29.5,29.5,28.482,83.244,72.1,72.1,7.0,5,Mùa mưa
2021-05-21,27.792,31.5,25.7,86.333,15.8,15.8,51,11.6,23.4,28.194,84.806,38.1,38.1,28.336,83.875,84.5,84.5,7.0,5,Mùa mưa
2021-05-22,26.95,30.9,25.3,88.75,17.1,17.1,51,16.8,38.5,27.803,85.806,46.5,46.5,28.08,84.839,98.3,98.3,7.0,5,Mùa mưa
2021-05-23,27.233,31.3,25.2,87.75,22.1,22.1,51,17.6,34.9,27.325,87.611,55.0,55.0,27.826,85.661,115.6,115.6,7.0,5,Mùa mưa
2021-05-24,27.129,29.7,26.0,88.417,8.7,8.7,51,16.1,36.7,27.104,88.306,47.9,47.9,27.699,86.315,93.2,93.2,7.0,5,Mùa mưa
2021-05-25,26.475,28.7,24.6,91.458,63.1,63.1,53,11.7,31.7,26.946,89.208,93.9,93.9,27.482,87.256,149.1,149.1,7.0,5,Mùa mưa
2021-05-26,26.442,29.2,24.8,90.667,9.9,9.9,51,14.5,32.4,26.682,90.181,81.7,81.7,27.241,87.958,150.3,150.3,7.0,5,Mùa mưa
2021-05-27,26.633,30.2,24.9,89.958,20.5,20.5,3,14.2,26.6,26.517,90.694,93.5,93.5,26.951,89.048,157.2,157.2,7.0,5,Mùa mưa
2021-05-28,27.367,30.8,24.8,87.958,3.9,3.9,0,12.4,26.3,26.814,89.528,34.3,34.3,26.89,89.28,145.3,145.3,7.0,5,Mùa mưa
2021-05-29,27.954,31.6,25.3,85.167,4.1,4.1,0,14.5,25.2,27.318,87.694,28.5,28.5,27.033,88.768,132.3,132.3,7.0,5,Mùa mưa
2021-05-30,28.633,32.9,24.8,81.958,0.7,0.7,0,11.0,21.6,27.985,85.028,8.7,8.7,27.233,87.94,110.9,110.9,7.0,5,Mùa mưa
2021-05-31,28.954,33.0,25.7,84.125,2.8,2.8,0,12.2,24.8,28.514,83.75,7.6,7.6,27.494,87.327,105.0,105.0,7.0,5,Mùa mưa
2021-06-01,28.729,32.0,25.9,85.208,6.4,6.4,2,10.8,23.8,28.772,83.764,9.9,9.9,27.816,86.435,48.3,48.3,7.0,6,Mùa mưa
2021-06-02,28.562,32.3,26.1,85.375,3.1,3.1,3,11.9,21.6,28.749,84.903,12.3,12.3,28.119,85.679,41.5,41.5,7.0,6,Mùa mưa
2021-06-03,28.617,32.8,25.6,84.833,3.6,3.6,2,11.2,22.3,28.636,85.139,13.1,13.1,28.402,84.946,24.6,24.6,7.0,6,Mùa mưa
2021-06-04,29.321,33.5,25.2,81.667,0.2,0.2,3,12.1,23.4,28.833,83.958,6.9,6.9,28.682,84.048,20.9,20.9,7.0,6,Mùa mưa
2021-06-05,28.6,33.0,26.0,83.417,5.9,5.9,3,17.6,32.4,28.846,83.306,9.7,9.7,28.774,83.798,22.7,22.7,7.0,6,Mùa mưa
2021-06-06,27.996,32.3,25.0,85.208,4.3,4.3,3,20.6,36.7,28.639,83.431,10.4,10.4,28.683,84.262,26.3,26.3,7.0,6,Mùa mưa
2021-06-07,27.65,31.9,25.7,84.417,9.2,9.2,3,24.9,42.8,28.082,84.347,19.4,19.4,28.496,84.304,32.7,32.7,7.0,6,Mùa mưa
2021-06-08,26.612,28.9,24.9,89.292,6.4,6.4,51,16.6,40.7,27.419,86.306,19.9,19.9,28.194,84.887,32.7,32.7,7.0,6,Mùa mưa
2021-06-09,27.05,30.3,25.2,88.042,4.7,4.7,51,11.6,36.0,27.104,87.25,20.3,20.3,27.978,85.268,34.3,34.3,7.0,6,Mùa mưa
