disease_target,age_group,target_year,target_month_num,target_season,target_month_sin,target_month_cos,lag_1,lag_2,lag_3,lag_4,lag_5,rolling_3,rolling_5,change_1,last_completed_period,forecast_period,previous_cases,predicted_cases,trend,risk_level,change_percent
Hen - Asthma,6-10 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,4,3,1,2,6,2.6666666666666665,3.2,1,2026-05,2026-06,4,4,Ổn định,Thấp,0.0
"Thừa bao qui đầu, hẹp và nghẹt bao qui đầu - Redundant prepuce, phimosis and paraphimosis",6-10 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,3,1,3,5,4,2.3333333333333335,3.2,2,2026-05,2026-06,3,4,Tăng mạnh,Thấp,33.33
Viêm phế quản và viêm tiểu phế quản cấp - Acute bronchitis and acute bronchiolitis,6-10 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,2,3,9,2,5,4.666666666666667,4.2,-1,2026-05,2026-06,2,4,Tăng mạnh,Thấp,100.0
Bệnh khác của ruột non và màng bụng - Other diseases of intestine peritoneum,D??i 1 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,6,0,0,0,0,2.0,1.2,6,2026-05,2026-06,6,3,Giảm mạnh,Thấp,-50.0
"Bệnh khác của thực quản, dạ dày và tá tràng - Other diseases of oesophagus, stomach, duodenum",6-10 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,3,6,1,1,2,3.3333333333333335,2.6,-3,2026-05,2026-06,3,3,Ổn định,Thấp,0.0
Các bệnh viêm phổi - Pneumonia,6-10 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,2,2,3,1,6,2.3333333333333335,2.8,0,2026-05,2026-06,2,3,Tăng mạnh,Thấp,50.0
Hen - Asthma,11-15 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,3,2,2,1,3,2.3333333333333335,2.2,1,2026-05,2026-06,3,3,Ổn định,Thấp,0.0
Hậu quả của các nguyên nhân bên ngoài khác và không xác định - Other and unspecified effects of external causes,1-5 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,1,4,1,3,6,2.0,3.0,-3,2026-05,2026-06,1,3,Tăng mạnh,Thấp,200.0
Thuỷ đậu và zôna - Varicella and Zoster,1-5 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,3,7,3,3,2,4.333333333333333,3.6,-4,2026-05,2026-06,3,3,Ổn định,Thấp,0.0
Viêm cấp đường hô hấp trên khác - Other acute upper respiratory infections,D??i 1 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,2,4,6,1,3,4.0,3.2,-2,2026-05,2026-06,2,3,Tăng mạnh,Thấp,50.0
"Ỉa chảy, viêm dạy dày, ruột non có nguồn gốc nhiễm khuẩn - Diarrhoea and gastroenteritis of presumed infectious origin.",6-10 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,4,1,0,2,1,1.6666666666666667,1.6,3,2026-05,2026-06,4,3,Giảm,Thấp,-25.0
Các bệnh viêm phổi - Pneumonia,11-15 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,1,1,2,2,4,1.3333333333333333,2.0,0,2026-05,2026-06,1,2,Tăng mạnh,Thấp,100.0
Hậu quả của các nguyên nhân bên ngoài khác và không xác định - Other and unspecified effects of external causes,6-10 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,1,0,4,1,2,1.6666666666666667,1.6,1,2026-05,2026-06,1,2,Tăng mạnh,Thấp,100.0
Không rõ nhóm bệnh,1-5 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,2,5,3,2,0,3.3333333333333335,2.4,-3,2026-05,2026-06,2,2,Ổn định,Thấp,0.0
Không rõ nhóm bệnh,6-10 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,1,1,0,0,2,0.6666666666666666,0.8,0,2026-05,2026-06,1,2,Tăng mạnh,Thấp,100.0
"Thừa bao qui đầu, hẹp và nghẹt bao qui đầu - Redundant prepuce, phimosis and paraphimosis",1-5 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,2,1,4,3,1,2.3333333333333335,2.2,1,2026-05,2026-06,2,2,Ổn định,Thấp,0.0
"Tắc liệt ruột và tắc ruột không do thoát vị - Paralytic ileus, intestinal obstruction without hernia",1-5 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,2,0,4,0,3,2.0,1.8,2,2026-05,2026-06,2,2,Ổn định,Thấp,0.0
"Tắc liệt ruột và tắc ruột không do thoát vị - Paralytic ileus, intestinal obstruction without hernia",6-10 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,1,1,2,0,0,1.3333333333333333,0.8,0,2026-05,2026-06,1,2,Tăng mạnh,Thấp,100.0
"Bệnh khác của thực quản, dạ dày và tá tràng - Other diseases of oesophagus, stomach, duodenum",1-5 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,2,1,2,0,1,1.6666666666666667,1.2,1,2026-05,2026-06,2,1,Giảm mạnh,Thấp,-50.0
Hen - Asthma,D??i 1 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,1,1,1,0,1,1.0,0.8,0,2026-05,2026-06,1,1,Ổn định,Thấp,0.0
Hậu quả của các nguyên nhân bên ngoài khác và không xác định - Other and unspecified effects of external causes,D??i 1 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,1,1,0,0,0,0.6666666666666666,0.4,0,2026-05,2026-06,1,1,Ổn định,Thấp,0.0
Động kinh - Epilepsy,1-5 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,1,1,0,0,1,0.6666666666666666,0.6,0,2026-05,2026-06,1,1,Ổn định,Thấp,0.0
Động kinh - Epilepsy,6-10 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,1,2,0,1,2,1.0,1.2,-1,2026-05,2026-06,1,1,Ổn định,Thấp,0.0
"Ỉa chảy, viêm dạy dày, ruột non có nguồn gốc nhiễm khuẩn - Diarrhoea and gastroenteritis of presumed infectious origin.",11-15 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,1,2,1,1,1,1.3333333333333333,1.2,-1,2026-05,2026-06,1,1,Ổn định,Thấp,0.0
Béo phì - Obesity,1-5 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.0,0.0,0,2026-05,2026-06,0,0,Không đủ dữ liệu,Thấp,
Béo phì - Obesity,11-15 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.0,0.0,0,2026-05,2026-06,0,0,Không đủ dữ liệu,Thấp,
Béo phì - Obesity,6-10 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.0,0.0,0,2026-05,2026-06,0,0,Không đủ dữ liệu,Thấp,
Béo phì - Obesity,D??i 1 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.0,0.0,0,2026-05,2026-06,0,0,Không đủ dữ liệu,Thấp,
Béo phì - Obesity,Tr?n 15 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.0,0.0,0,2026-05,2026-06,0,0,Không đủ dữ liệu,Thấp,
Bạo lực đánh nhau - Assault,1-5 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.0,0.0,0,2026-05,2026-06,0,0,Không đủ dữ liệu,Thấp,
Bạo lực đánh nhau - Assault,11-15 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.0,0.0,0,2026-05,2026-06,0,0,Không đủ dữ liệu,Thấp,
Bạo lực đánh nhau - Assault,6-10 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.0,0.0,0,2026-05,2026-06,0,0,Không đủ dữ liệu,Thấp,
Bạo lực đánh nhau - Assault,D??i 1 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.0,0.0,0,2026-05,2026-06,0,0,Không đủ dữ liệu,Thấp,
Bệnh Crohn (viêm ruột non từng vùng) và viêm loét đại tràng - Crohn’s disease and ulcerative colitis,1-5 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.0,0.0,0,2026-05,2026-06,0,0,Không đủ dữ liệu,Thấp,
Bệnh Crohn (viêm ruột non từng vùng) và viêm loét đại tràng - Crohn’s disease and ulcerative colitis,11-15 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.0,0.0,0,2026-05,2026-06,0,0,Không đủ dữ liệu,Thấp,
Bệnh Crohn (viêm ruột non từng vùng) và viêm loét đại tràng - Crohn’s disease and ulcerative colitis,6-10 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.0,0.0,0,2026-05,2026-06,0,0,Không đủ dữ liệu,Thấp,
Bệnh Crohn (viêm ruột non từng vùng) và viêm loét đại tràng - Crohn’s disease and ulcerative colitis,D??i 1 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.0,0.0,0,2026-05,2026-06,0,0,Không đủ dữ liệu,Thấp,
Bệnh Crohn (viêm ruột non từng vùng) và viêm loét đại tràng - Crohn’s disease and ulcerative colitis,Tr?n 15 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.0,0.0,0,2026-05,2026-06,0,0,Không đủ dữ liệu,Thấp,
Bệnh Hodgkin - Hodgkin disease,1-5 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.0,0.0,0,2026-05,2026-06,0,0,Không đủ dữ liệu,Thấp,
Bệnh Hodgkin - Hodgkin disease,11-15 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.0,0.0,0,2026-05,2026-06,0,0,Không đủ dữ liệu,Thấp,
Bệnh Hodgkin - Hodgkin disease,6-10 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.0,0.0,0,2026-05,2026-06,0,0,Không đủ dữ liệu,Thấp,
Bệnh Hodgkin - Hodgkin disease,Tr?n 15 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.0,0.0,0,2026-05,2026-06,0,0,Không đủ dữ liệu,Thấp,
Bệnh bạch cầu - Leukaemia,1-5 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.0,0.0,0,2026-05,2026-06,0,0,Không đủ dữ liệu,Thấp,
Bệnh bạch cầu - Leukaemia,6-10 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.0,0.0,0,2026-05,2026-06,0,0,Không đủ dữ liệu,Thấp,
Bệnh bạch cầu - Leukaemia,D??i 1 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.0,0.0,0,2026-05,2026-06,0,0,Không đủ dữ liệu,Thấp,
Bệnh bạch cầu - Leukaemia,Tr?n 15 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.0,0.0,0,2026-05,2026-06,0,0,Không đủ dữ liệu,Thấp,
Bệnh cầu thận khác - Other glomerular diseases,1-5 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.0,0.0,0,2026-05,2026-06,0,0,Không đủ dữ liệu,Thấp,
Bệnh cầu thận khác - Other glomerular diseases,11-15 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.0,0.0,0,2026-05,2026-06,0,0,Không đủ dữ liệu,Thấp,
Bệnh cầu thận khác - Other glomerular diseases,6-10 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.0,0.0,0,2026-05,2026-06,0,0,Không đủ dữ liệu,Thấp,
Bệnh cầu thận khác - Other glomerular diseases,D??i 1 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.0,0.0,0,2026-05,2026-06,0,0,Không đủ dữ liệu,Thấp,
Bệnh cầu thận khác - Other glomerular diseases,Kh?ng r?,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.0,0.0,0,2026-05,2026-06,0,0,Không đủ dữ liệu,Thấp,
Bệnh cầu thận khác - Other glomerular diseases,Tr?n 15 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.0,0.0,0,2026-05,2026-06,0,0,Không đủ dữ liệu,Thấp,
Bệnh của hệ thống tổ chức liên kết - Systematic connective tissue disorders,1-5 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.0,0.0,0,2026-05,2026-06,0,0,Không đủ dữ liệu,Thấp,
Bệnh của hệ thống tổ chức liên kết - Systematic connective tissue disorders,11-15 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.0,0.0,0,2026-05,2026-06,0,0,Không đủ dữ liệu,Thấp,
Bệnh của hệ thống tổ chức liên kết - Systematic connective tissue disorders,6-10 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.0,0.0,0,2026-05,2026-06,0,0,Không đủ dữ liệu,Thấp,
Bệnh của hệ thống tổ chức liên kết - Systematic connective tissue disorders,D??i 1 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.0,0.0,0,2026-05,2026-06,0,0,Không đủ dữ liệu,Thấp,
Bệnh của hệ thống tổ chức liên kết - Systematic connective tissue disorders,Tr?n 15 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.0,0.0,0,2026-05,2026-06,0,0,Không đủ dữ liệu,Thấp,
Bệnh của mũi và các xoang phụ của mũi - Other diseases of nose and nasal sinuses,1-5 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.0,0.0,0,2026-05,2026-06,0,0,Không đủ dữ liệu,Thấp,
Bệnh của mũi và các xoang phụ của mũi - Other diseases of nose and nasal sinuses,11-15 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.0,0.0,0,2026-05,2026-06,0,0,Không đủ dữ liệu,Thấp,
Bệnh của mũi và các xoang phụ của mũi - Other diseases of nose and nasal sinuses,6-10 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.0,0.0,0,2026-05,2026-06,0,0,Không đủ dữ liệu,Thấp,
Bệnh của mũi và các xoang phụ của mũi - Other diseases of nose and nasal sinuses,D??i 1 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.0,0.0,0,2026-05,2026-06,0,0,Không đủ dữ liệu,Thấp,
Bệnh của mũi và các xoang phụ của mũi - Other diseases of nose and nasal sinuses,Tr?n 15 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.0,0.0,0,2026-05,2026-06,0,0,Không đủ dữ liệu,Thấp,
Bệnh của ruột thừa - Diseases of appendix,1-5 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.0,0.0,0,2026-05,2026-06,0,0,Không đủ dữ liệu,Thấp,
Bệnh của ruột thừa - Diseases of appendix,11-15 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.0,0.0,0,2026-05,2026-06,0,0,Không đủ dữ liệu,Thấp,
Bệnh của ruột thừa - Diseases of appendix,6-10 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.0,0.0,0,2026-05,2026-06,0,0,Không đủ dữ liệu,Thấp,
Bệnh của ruột thừa - Diseases of appendix,D??i 1 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.0,0.0,0,2026-05,2026-06,0,0,Không đủ dữ liệu,Thấp,
Bệnh của ruột thừa - Diseases of appendix,Tr?n 15 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.0,0.0,0,2026-05,2026-06,0,0,Không đủ dữ liệu,Thấp,
Bệnh do tiếp xúc với dịch vụ y tế phải chăm sóc và khám xét đặc biệt - Persons encountering health services for specific procedures and health care,1-5 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.0,0.0,0,2026-05,2026-06,0,0,Không đủ dữ liệu,Thấp,
Bệnh do tiếp xúc với dịch vụ y tế phải chăm sóc và khám xét đặc biệt - Persons encountering health services for specific procedures and health care,11-15 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.0,0.0,0,2026-05,2026-06,0,0,Không đủ dữ liệu,Thấp,
Bệnh do tiếp xúc với dịch vụ y tế phải chăm sóc và khám xét đặc biệt - Persons encountering health services for specific procedures and health care,6-10 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.0,0.0,0,2026-05,2026-06,0,0,Không đủ dữ liệu,Thấp,
Bệnh do tiếp xúc với dịch vụ y tế phải chăm sóc và khám xét đặc biệt - Persons encountering health services for specific procedures and health care,D??i 1 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.0,0.0,0,2026-05,2026-06,0,0,Không đủ dữ liệu,Thấp,
Bệnh do tiếp xúc với dịch vụ y tế phải chăm sóc và khám xét đặc biệt - Persons encountering health services for specific procedures and health care,Tr?n 15 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.0,0.0,0,2026-05,2026-06,0,0,Không đủ dữ liệu,Thấp,
Bệnh do tiếp xúc với dịch vụ y tế vì những lý do khác - Person encoutering health services for other reasons,1-5 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.0,0.0,0,2026-05,2026-06,0,0,Không đủ dữ liệu,Thấp,
Bệnh do tiếp xúc với dịch vụ y tế vì những lý do khác - Person encoutering health services for other reasons,11-15 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.0,0.0,0,2026-05,2026-06,0,0,Không đủ dữ liệu,Thấp,
Bệnh do tiếp xúc với dịch vụ y tế vì những lý do khác - Person encoutering health services for other reasons,6-10 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.0,0.0,0,2026-05,2026-06,0,0,Không đủ dữ liệu,Thấp,
Bệnh do tiếp xúc với dịch vụ y tế vì những lý do khác - Person encoutering health services for other reasons,D??i 1 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.0,0.0,0,2026-05,2026-06,0,0,Không đủ dữ liệu,Thấp,
Bệnh do tiếp xúc với dịch vụ y tế vì những lý do khác - Person encoutering health services for other reasons,Tr?n 15 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.0,0.0,0,2026-05,2026-06,0,0,Không đủ dữ liệu,Thấp,
Bệnh giun sán khác - Other Helminthiases,1-5 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.0,0.0,0,2026-05,2026-06,0,0,Không đủ dữ liệu,Thấp,
Bệnh giun sán khác - Other Helminthiases,11-15 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.0,0.0,0,2026-05,2026-06,0,0,Không đủ dữ liệu,Thấp,
Bệnh giun sán khác - Other Helminthiases,6-10 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.0,0.0,0,2026-05,2026-06,0,0,Không đủ dữ liệu,Thấp,
Bệnh giun sán khác - Other Helminthiases,D??i 1 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.0,0.0,0,2026-05,2026-06,0,0,Không đủ dữ liệu,Thấp,
Bệnh giun sán khác - Other Helminthiases,Tr?n 15 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.0,0.0,0,2026-05,2026-06,0,0,Không đủ dữ liệu,Thấp,
Bệnh khác của bộ máy hô hấp - Other diseases of respiratory system.,1-5 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.0,0.0,0,2026-05,2026-06,0,0,Không đủ dữ liệu,Thấp,
Bệnh khác của bộ máy hô hấp - Other diseases of respiratory system.,11-15 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.0,0.0,0,2026-05,2026-06,0,0,Không đủ dữ liệu,Thấp,
Bệnh khác của bộ máy hô hấp - Other diseases of respiratory system.,6-10 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.0,0.0,0,2026-05,2026-06,0,0,Không đủ dữ liệu,Thấp,
Bệnh khác của bộ máy hô hấp - Other diseases of respiratory system.,D??i 1 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.0,0.0,0,2026-05,2026-06,0,0,Không đủ dữ liệu,Thấp,
Bệnh khác của bộ máy hô hấp - Other diseases of respiratory system.,Tr?n 15 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.0,0.0,0,2026-05,2026-06,0,0,Không đủ dữ liệu,Thấp,
Bệnh khác của bộ máy sinh dục tiết niệu - Other disorders of genitourinary tract,1-5 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.0,0.0,0,2026-05,2026-06,0,0,Không đủ dữ liệu,Thấp,
Bệnh khác của bộ máy sinh dục tiết niệu - Other disorders of genitourinary tract,11-15 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.0,0.0,0,2026-05,2026-06,0,0,Không đủ dữ liệu,Thấp,
Bệnh khác của bộ máy sinh dục tiết niệu - Other disorders of genitourinary tract,6-10 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.0,0.0,0,2026-05,2026-06,0,0,Không đủ dữ liệu,Thấp,
Bệnh khác của bộ máy sinh dục tiết niệu - Other disorders of genitourinary tract,D??i 1 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.0,0.0,0,2026-05,2026-06,0,0,Không đủ dữ liệu,Thấp,
Bệnh khác của bộ máy sinh dục tiết niệu - Other disorders of genitourinary tract,Tr?n 15 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.0,0.0,0,2026-05,2026-06,0,0,Không đủ dữ liệu,Thấp,
Bệnh khác của bộ máy tiết niệu - Other diseases of the urnary system,1-5 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.0,0.0,0,2026-05,2026-06,0,0,Không đủ dữ liệu,Thấp,
Bệnh khác của bộ máy tiết niệu - Other diseases of the urnary system,11-15 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.0,0.0,0,2026-05,2026-06,0,0,Không đủ dữ liệu,Thấp,
Bệnh khác của bộ máy tiết niệu - Other diseases of the urnary system,6-10 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.0,0.0,0,2026-05,2026-06,0,0,Không đủ dữ liệu,Thấp,
Bệnh khác của bộ máy tiết niệu - Other diseases of the urnary system,D??i 1 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.0,0.0,0,2026-05,2026-06,0,0,Không đủ dữ liệu,Thấp,
Bệnh khác của bộ máy tiết niệu - Other diseases of the urnary system,Tr?n 15 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.0,0.0,0,2026-05,2026-06,0,0,Không đủ dữ liệu,Thấp,
Bệnh khác của cơ quan sinh dục nam - Other diseases of male genital organs,1-5 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.0,0.0,0,2026-05,2026-06,0,0,Không đủ dữ liệu,Thấp,
Bệnh khác của cơ quan sinh dục nam - Other diseases of male genital organs,11-15 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.0,0.0,0,2026-05,2026-06,0,0,Không đủ dữ liệu,Thấp,
Bệnh khác của cơ quan sinh dục nam - Other diseases of male genital organs,6-10 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.0,0.0,0,2026-05,2026-06,0,0,Không đủ dữ liệu,Thấp,
Bệnh khác của cơ quan sinh dục nam - Other diseases of male genital organs,D??i 1 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.0,0.0,0,2026-05,2026-06,0,0,Không đủ dữ liệu,Thấp,
Bệnh khác của cơ quan sinh dục nam - Other diseases of male genital organs,Tr?n 15 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.0,0.0,0,2026-05,2026-06,0,0,Không đủ dữ liệu,Thấp,
Bệnh khác của cột sống - Other dorsopathies,1-5 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.0,0.0,0,2026-05,2026-06,0,0,Không đủ dữ liệu,Thấp,
Bệnh khác của cột sống - Other dorsopathies,11-15 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.0,0.0,0,2026-05,2026-06,0,0,Không đủ dữ liệu,Thấp,
Bệnh khác của cột sống - Other dorsopathies,6-10 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.0,0.0,0,2026-05,2026-06,0,0,Không đủ dữ liệu,Thấp,
Bệnh khác của cột sống - Other dorsopathies,D??i 1 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.0,0.0,0,2026-05,2026-06,0,0,Không đủ dữ liệu,Thấp,
Bệnh khác của da và mô tế bào dưới da - Other diseases of skin and subcutaneous tissue,1-5 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.0,0.0,0,2026-05,2026-06,0,0,Không đủ dữ liệu,Thấp,
Bệnh khác của da và mô tế bào dưới da - Other diseases of skin and subcutaneous tissue,11-15 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.0,0.0,0,2026-05,2026-06,0,0,Không đủ dữ liệu,Thấp,
Bệnh khác của da và mô tế bào dưới da - Other diseases of skin and subcutaneous tissue,6-10 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.0,0.0,0,2026-05,2026-06,0,0,Không đủ dữ liệu,Thấp,
Bệnh khác của da và mô tế bào dưới da - Other diseases of skin and subcutaneous tissue,D??i 1 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.0,0.0,0,2026-05,2026-06,0,0,Không đủ dữ liệu,Thấp,
Bệnh khác của da và mô tế bào dưới da - Other diseases of skin and subcutaneous tissue,Tr?n 15 tu?i,2026,6,Mùa mưa,1.2246467991473532e-16,-1.0,0,0,0,0,0,0.0,0.0,0,2026-05,2026-06,0,0,Không đủ dữ liệu,Thấp,
