disease_id,disease_name,positive_fit_queries,n_estimators_locked,support_tier,model_complexity_flag,weather_importance,seasonal_importance,demographic_importance,weather_current_importance,weather_3d_importance,weather_7d_importance,model_path,model_sha256,model_bytes,manifest_index,top_feature_group,shap_additivity_max_abs_error,top_10_features
30,Viêm não Virut - Viral encephalitis,697,13,STRONG,NORMAL_MODEL,0.3105369393752582,0.24728492160698945,0.44217813901775244,0.024106991954536736,0.04362535692661907,0.2428045904941024,models/disease_30.txt,4e9091ab76721fb82794b32295c00347fdd5943d857a4fc852fa34bc9e6887e7,28104,14,DEMOGRAPHIC,3.1086244689504383e-15,"[{""feature"": ""age_group"", ""human_label"": ""Nhóm tuổi"", ""feature_group"": ""DEMOGRAPHIC"", ""mean_abs_shap"": 0.3588148871534831, ""normalized_importance"": 0.43790801178793176}, {""feature"": ""day_of_year_cos"", ""human_label"": ""Thời điểm trong năm"", ""feature_group"": ""SEASONAL_CALENDAR"", ""mean_abs_shap"": 0.0881726825315044, ""normalized_importance"": 0.10760847858819055}, {""feature"": ""day_of_year_sin"", ""human_label"": ""Thời điểm trong năm"", ""feature_group"": ""SEASONAL_CALENDAR"", ""mean_abs_shap"": 0.08737613563143004, ""normalized_importance"": 0.10663634983379414}, {""feature"": ""rain_max_daily_7d"", ""human_label"": ""Lượng mưa — 7 ngày gần đây"", ""feature_group"": ""WEATHER_7D"", ""mean_abs_shap"": 0.05264276841030932, ""normalized_importance"": 0.06424674915929647}, {""feature"": ""temperature_min_7d"", ""human_label"": ""Nhiệt độ — 7 ngày gần đây"", ""feature_group"": ""WEATHER_7D"", ""mean_abs_shap"": 0.052427975353178766, ""normalized_importance"": 0.06398460953253772}, {""feature"": ""wind_speed_max_7d"", ""human_label"": ""Gió — 7 ngày gần đây"", ""feature_group"": ""WEATHER_7D"", ""mean_abs_shap"": 0.03008501410465682, ""normalized_importance"": 0.03671661679284442}, {""feature"": ""month"", ""human_label"": ""Yếu tố mùa vụ theo tháng"", ""feature_group"": ""SEASONAL_CALENDAR"", ""mean_abs_shap"": 0.02707252890695973, ""normalized_importance"": 0.033040093185004754}, {""feature"": ""humidity_mean_current"", ""human_label"": ""Độ ẩm — hiện tại"", ""feature_group"": ""WEATHER_CURRENT"", ""mean_abs_shap"": 0.019752887284386986, ""normalized_importance"": 0.024106991954536736}, {""feature"": ""wind_gust_max_7d"", ""human_label"": ""Gió — 7 ngày gần đây"", ""feature_group"": ""WEATHER_7D"", ""mean_abs_shap"": 0.014023609481101528, ""normalized_importance"": 0.01711481648567364}, {""feature"": ""temperature_min_3d"", ""human_label"": ""Nhiệt độ — 3 ngày gần đây"", ""feature_group"": ""WEATHER_3D"", ""mean_abs_shap"": 0.012904959442922363, ""normalized_importance"": 0.015749583794266407}]"
268,Sốt không rõ nguyên nhân - Fever of unknown origin,674,37,STRONG,NORMAL_MODEL,0.3088638274965324,0.11389354250087438,0.5772426300025933,0.023105817557780895,0.11056537307920904,0.17519263685954245,models/disease_268.txt,b9c452666227111e88c7d1f4fb8b8b6225006c952c780c9aeaed52988e931193,47442,191,DEMOGRAPHIC,5.329070518200751e-15,"[{""feature"": ""age_group"", ""human_label"": ""Nhóm tuổi"", ""feature_group"": ""DEMOGRAPHIC"", ""mean_abs_shap"": 0.7929188960338672, ""normalized_importance"": 0.5720999235999732}, {""feature"": ""temperature_min_3d"", ""human_label"": ""Nhiệt độ — 3 ngày gần đây"", ""feature_group"": ""WEATHER_3D"", ""mean_abs_shap"": 0.10183003778788216, ""normalized_importance"": 0.07347152039133835}, {""feature"": ""day_of_year_cos"", ""human_label"": ""Thời điểm trong năm"", ""feature_group"": ""SEASONAL_CALENDAR"", ""mean_abs_shap"": 0.09480756015976428, ""normalized_importance"": 0.06840472360465015}, {""feature"": ""day_of_year_sin"", ""human_label"": ""Thời điểm trong năm"", ""feature_group"": ""SEASONAL_CALENDAR"", ""mean_abs_shap"": 0.06267179864699611, ""normalized_importance"": 0.04521840934446334}, {""feature"": ""rain_max_daily_7d"", ""human_label"": ""Lượng mưa — 7 ngày gần đây"", ""feature_group"": ""WEATHER_7D"", ""mean_abs_shap"": 0.05360710288501232, ""normalized_importance"": 0.038678129148307656}, {""feature"": ""temperature_min_7d"", ""human_label"": ""Nhiệt độ — 7 ngày gần đây"", ""feature_group"": ""WEATHER_7D"", ""mean_abs_shap"": 0.044751989725257006, ""normalized_importance"": 0.032289065162690714}, {""feature"": ""temperature_max_7d"", ""human_label"": ""Nhiệt độ — 7 ngày gần đây"", ""feature_group"": ""WEATHER_7D"", ""mean_abs_shap"": 0.02624497696974473, ""normalized_importance"": 0.018936046794163806}, {""feature"": ""precipitation_sum_7d"", ""human_label"": ""Lượng mưa — 7 ngày gần đây"", ""feature_group"": ""WEATHER_7D"", ""mean_abs_shap"": 0.023567545858868496, ""normalized_importance"": 0.017004250059796337}, {""feature"": ""wind_speed_mean_7d"", ""human_label"": ""Gió — 7 ngày gần đây"", ""feature_group"": ""WEATHER_7D"", ""mean_abs_shap"": 0.023170773033281872, ""normalized_importance"": 0.016717973992546504}, {""feature"": ""temperature_mean_7d"", ""human_label"": ""Nhiệt độ — 7 ngày gần đây"", ""feature_group"": ""WEATHER_7D"", ""mean_abs_shap"": 0.021119743210716108, ""normalized_importance"": 0.015238132850330842}]"
312,Bệnh do tiếp xúc với dịch vụ y tế vì những lý do khác - Person encoutering health services for other reasons,2081,50,STRONG,NORMAL_MODEL,0.3059473215316865,0.1627980515718488,0.5312546268964647,0.017591670830581576,0.03147478451409484,0.2568808661870101,models/disease_312.txt,b44a12f5a79e540306f2a7613146cfc49ccbf92e80a7070db57a1163f7b56ac3,76003,219,DEMOGRAPHIC,3.9968028886505635e-15,"[{""feature"": ""age_group"", ""human_label"": ""Nhóm tuổi"", ""feature_group"": ""DEMOGRAPHIC"", ""mean_abs_shap"": 0.6914158677944736, ""normalized_importance"": 0.49253310163440384}, {""feature"": ""day_of_year_sin"", ""human_label"": ""Thời điểm trong năm"", ""feature_group"": ""SEASONAL_CALENDAR"", ""mean_abs_shap"": 0.12346947793040024, ""normalized_importance"": 0.08795401979452035}, {""feature"": ""wind_speed_max_7d"", ""human_label"": ""Gió — 7 ngày gần đây"", ""feature_group"": ""WEATHER_7D"", ""mean_abs_shap"": 0.1133017409866543, ""normalized_importance"": 0.0807109881448699}, {""feature"": ""day_of_year_cos"", ""human_label"": ""Thời điểm trong năm"", ""feature_group"": ""SEASONAL_CALENDAR"", ""mean_abs_shap"": 0.08439843674397234, ""normalized_importance"": 0.06012159361514726}, {""feature"": ""temperature_min_7d"", ""human_label"": ""Nhiệt độ — 7 ngày gần đây"", ""feature_group"": ""WEATHER_7D"", ""mean_abs_shap"": 0.055146944521129226, ""normalized_importance"": 0.03928416586286114}, {""feature"": ""gender"", ""human_label"": ""Giới tính"", ""feature_group"": ""DEMOGRAPHIC"", ""mean_abs_shap"": 0.05435711204496106, ""normalized_importance"": 0.03872152526206092}, {""feature"": ""rain_max_daily_7d"", ""human_label"": ""Lượng mưa — 7 ngày gần đây"", ""feature_group"": ""WEATHER_7D"", ""mean_abs_shap"": 0.04011297910029004, ""normalized_importance"": 0.028574655185574532}, {""feature"": ""wind_speed_mean_7d"", ""human_label"": ""Gió — 7 ngày gần đây"", ""feature_group"": ""WEATHER_7D"", ""mean_abs_shap"": 0.029061368780008166, ""normalized_importance"": 0.02070199249059389}, {""feature"": ""wind_gust_max_7d"", ""human_label"": ""Gió — 7 ngày gần đây"", ""feature_group"": ""WEATHER_7D"", ""mean_abs_shap"": 0.02699050722668477, ""normalized_importance"": 0.01922680525318296}, {""feature"": ""month"", ""human_label"": ""Yếu tố mùa vụ theo tháng"", ""feature_group"": ""SEASONAL_CALENDAR"", ""mean_abs_shap"": 0.02066729591204381, ""normalized_importance"": 0.014722438162181176}]"
88,"U ác limphô khác, cơ quan tạo máu và tổ chức có liên quan - Other malignant neoplasms of lymphoid, haematopoietic and related tissue",582,36,STRONG,NORMAL_MODEL,0.3050442451066959,0.139447224660118,0.5555085302331859,0.013541426463052687,0.05520602308383592,0.23629679555980734,models/disease_88.txt,dac6e677d49b5e69a7421f1354a73adc4c386d8103ff5effa817c5472e42c84d,59651,50,DEMOGRAPHIC,3.552713678800501e-15,"[{""feature"": ""age_group"", ""human_label"": ""Nhóm tuổi"", ""feature_group"": ""DEMOGRAPHIC"", ""mean_abs_shap"": 0.9195460345735587, ""normalized_importance"": 0.5441073331277284}, {""feature"": ""wind_speed_max_7d"", ""human_label"": ""Gió — 7 ngày gần đây"", ""feature_group"": ""WEATHER_7D"", ""mean_abs_shap"": 0.21273977180311618, ""normalized_importance"": 0.12588088636549433}, {""feature"": ""day_of_year_cos"", ""human_label"": ""Thời điểm trong năm"", ""feature_group"": ""SEASONAL_CALENDAR"", ""mean_abs_shap"": 0.08291293888442738, ""normalized_importance"": 0.04906066293800028}, {""feature"": ""month"", ""human_label"": ""Yếu tố mùa vụ theo tháng"", ""feature_group"": ""SEASONAL_CALENDAR"", ""mean_abs_shap"": 0.07741712339950241, ""normalized_importance"": 0.04580871752751155}, {""feature"": ""day_of_year_sin"", ""human_label"": ""Thời điểm trong năm"", ""feature_group"": ""SEASONAL_CALENDAR"", ""mean_abs_shap"": 0.07533693696674615, ""normalized_importance"": 0.044577844194606156}, {""feature"": ""wind_gust_max_7d"", ""human_label"": ""Gió — 7 ngày gần đây"", ""feature_group"": ""WEATHER_7D"", ""mean_abs_shap"": 0.04935590935389434, ""normalized_importance"": 0.02920453267475116}, {""feature"": ""temperature_max_7d"", ""human_label"": ""Nhiệt độ — 7 ngày gần đây"", ""feature_group"": ""WEATHER_7D"", ""mean_abs_shap"": 0.04059222986990375, ""normalized_importance"": 0.02401894968799873}, {""feature"": ""humidity_min_7d"", ""human_label"": ""Độ ẩm — 7 ngày gần đây"", ""feature_group"": ""WEATHER_7D"", ""mean_abs_shap"": 0.0278495764660827, ""normalized_importance"": 0.016478956147882595}, {""feature"": ""temperature_max_3d"", ""human_label"": ""Nhiệt độ — 3 ngày gần đây"", ""feature_group"": ""WEATHER_3D"", ""mean_abs_shap"": 0.02699758761122202, ""normalized_importance"": 0.015974823275526972}, {""feature"": ""precipitation_sum_7d"", ""human_label"": ""Lượng mưa — 7 ngày gần đây"", ""feature_group"": ""WEATHER_7D"", ""mean_abs_shap"": 0.025739061202826746, ""normalized_importance"": 0.015230136852013288}]"
198,Bệnh nhiễm khuẩn da và mô tế bào dưới da - Infections of skin and subcutaneous tissue,8772,98,STRONG,NORMAL_MODEL,0.30429825315726,0.04761540229638004,0.6480863445463598,0.027268512447899834,0.04306340209921783,0.23396633861014232,models/disease_198.txt,eb9ad53660050440e4690ceeec9c943bdaeda54edbc2cf2a43b246a153386a6e,146757,139,DEMOGRAPHIC,1.509903313490213e-14,"[{""feature"": ""age_group"", ""human_label"": ""Nhóm tuổi"", ""feature_group"": ""DEMOGRAPHIC"", ""mean_abs_shap"": 2.063928411051241, ""normalized_importance"": 0.6122957273076818}, {""feature"": ""wind_speed_max_7d"", ""human_label"": ""Gió — 7 ngày gần đây"", ""feature_group"": ""WEATHER_7D"", ""mean_abs_shap"": 0.1729305273061141, ""normalized_importance"": 0.051302468837408376}, {""feature"": ""temperature_min_7d"", ""human_label"": ""Nhiệt độ — 7 ngày gần đây"", ""feature_group"": ""WEATHER_7D"", ""mean_abs_shap"": 0.1474881916735377, ""normalized_importance"": 0.04375461334148063}, {""feature"": ""gender"", ""human_label"": ""Giới tính"", ""feature_group"": ""DEMOGRAPHIC"", ""mean_abs_shap"": 0.12064312794207718, ""normalized_importance"": 0.03579061723867801}, {""feature"": ""month"", ""human_label"": ""Yếu tố mùa vụ theo tháng"", ""feature_group"": ""SEASONAL_CALENDAR"", ""mean_abs_shap"": 0.11470858959526223, ""normalized_importance"": 0.03403004625479994}, {""feature"": ""rain_max_daily_7d"", ""human_label"": ""Lượng mưa — 7 ngày gần đây"", ""feature_group"": ""WEATHER_7D"", ""mean_abs_shap"": 0.09805523097846897, ""normalized_importance"": 0.029089574350936058}, {""feature"": ""temperature_max_7d"", ""human_label"": ""Nhiệt độ — 7 ngày gần đây"", ""feature_group"": ""WEATHER_7D"", ""mean_abs_shap"": 0.09650044317764804, ""normalized_importance"": 0.02862832292272985}, {""feature"": ""wind_gust_max_7d"", ""human_label"": ""Gió — 7 ngày gần đây"", ""feature_group"": ""WEATHER_7D"", ""mean_abs_shap"": 0.0762304100309679, ""normalized_importance"": 0.022614909559339112}, {""feature"": ""weather_code_current"", ""human_label"": ""Trạng thái thời tiết — hiện tại"", ""feature_group"": ""WEATHER_CURRENT"", ""mean_abs_shap"": 0.06822955299698702, ""normalized_importance"": 0.020241333736420477}, {""feature"": ""humidity_max_7d"", ""human_label"": ""Độ ẩm — 7 ngày gần đây"", ""feature_group"": ""WEATHER_7D"", ""mean_abs_shap"": 0.06196244972111718, ""normalized_importance"": 0.018382102312566692}]"
150,Rối loạn dẫn truyền và loạn nhịp tim - Conduction disorders and cardiac arrhythymias,2304,24,STRONG,NORMAL_MODEL,0.3034198465027509,0.10807694609128375,0.5885032074059656,0.002718697485697373,0.04138762741665403,0.2593135216003995,models/disease_150.txt,0ebe7f8190f204756fabdc3a3915733f0c53a86918e76e6d4bb06c52f768e1b4,45054,98,DEMOGRAPHIC,1.7763568394002505e-15,"[{""feature"": ""age_group"", ""human_label"": ""Nhóm tuổi"", ""feature_group"": ""DEMOGRAPHIC"", ""mean_abs_shap"": 0.5557590389564537, ""normalized_importance"": 0.5824390649748584}, {""feature"": ""rain_max_daily_7d"", ""human_label"": ""Lượng mưa — 7 ngày gần đây"", ""feature_group"": ""WEATHER_7D"", ""mean_abs_shap"": 0.08218231020942794, ""normalized_importance"": 0.08612759228483462}, {""feature"": ""month"", ""human_label"": ""Yếu tố mùa vụ theo tháng"", ""feature_group"": ""SEASONAL_CALENDAR"", ""mean_abs_shap"": 0.04857940693417673, ""normalized_importance"": 0.05091153246000926}, {""feature"": ""day_of_year_sin"", ""human_label"": ""Thời điểm trong năm"", ""feature_group"": ""SEASONAL_CALENDAR"", ""mean_abs_shap"": 0.0350452337790814, ""normalized_importance"": 0.03672763151534247}, {""feature"": ""temperature_max_7d"", ""human_label"": ""Nhiệt độ — 7 ngày gần đây"", ""feature_group"": ""WEATHER_7D"", ""mean_abs_shap"": 0.030734770363210866, ""normalized_importance"": 0.032210237994830276}, {""feature"": ""temperature_min_7d"", ""human_label"": ""Nhiệt độ — 7 ngày gần đây"", ""feature_group"": ""WEATHER_7D"", ""mean_abs_shap"": 0.030611632851956973, ""normalized_importance"": 0.032081189087136905}, {""feature"": ""wind_speed_max_7d"", ""human_label"": ""Gió — 7 ngày gần đây"", ""feature_group"": ""WEATHER_7D"", ""mean_abs_shap"": 0.03060349229184647, ""normalized_importance"": 0.03207265772752459}, {""feature"": ""temperature_mean_7d"", ""human_label"": ""Nhiệt độ — 7 ngày gần đây"", ""feature_group"": ""WEATHER_7D"", ""mean_abs_shap"": 0.02308228062595367, ""normalized_importance"": 0.024190379288318055}, {""feature"": ""temperature_mean_3d"", ""human_label"": ""Nhiệt độ — 3 ngày gần đây"", ""feature_group"": ""WEATHER_3D"", ""mean_abs_shap"": 0.017345428194227557, ""normalized_importance"": 0.018178120859723947}, {""feature"": ""humidity_min_7d"", ""human_label"": ""Độ ẩm — 7 ngày gần đây"", ""feature_group"": ""WEATHER_7D"", ""mean_abs_shap"": 0.013856206380944518, ""normalized_importance"": 0.014521393846818467}]"
189,Bệnh Crohn (viêm ruột non từng vùng) và viêm loét đại tràng - Crohn’s disease and ulcerative colitis,2002,70,STRONG,NORMAL_MODEL,0.30178724403221135,0.04575463014641136,0.6524581258213773,0.023346052382636144,0.035526792611100616,0.2429143990384746,models/disease_189.txt,9a7d68e563b590d04f001f00b493a2ba0fc52149a8c147505a5db56137f9f8e0,117360,131,DEMOGRAPHIC,7.105427357601002e-15,"[{""feature"": ""age_group"", ""human_label"": ""Nhóm tuổi"", ""feature_group"": ""DEMOGRAPHIC"", ""mean_abs_shap"": 1.2827607787317652, ""normalized_importance"": 0.517145276537884}, {""feature"": ""gender"", ""human_label"": ""Giới tính"", ""feature_group"": ""DEMOGRAPHIC"", ""mean_abs_shap"": 0.3356387920263496, ""normalized_importance"": 0.13531284928349335}, {""feature"": ""temperature_max_7d"", ""human_label"": ""Nhiệt độ — 7 ngày gần đây"", ""feature_group"": ""WEATHER_7D"", ""mean_abs_shap"": 0.12720201337694512, ""normalized_importance"": 0.05128151832723862}, {""feature"": ""temperature_min_7d"", ""human_label"": ""Nhiệt độ — 7 ngày gần đây"", ""feature_group"": ""WEATHER_7D"", ""mean_abs_shap"": 0.08558245565447671, ""normalized_importance"": 0.03450258491687198}, {""feature"": ""temperature_mean_7d"", ""human_label"": ""Nhiệt độ — 7 ngày gần đây"", ""feature_group"": ""WEATHER_7D"", ""mean_abs_shap"": 0.07549420774005798, ""normalized_importance"": 0.030435505657835996}, {""feature"": ""humidity_min_7d"", ""human_label"": ""Độ ẩm — 7 ngày gần đây"", ""feature_group"": ""WEATHER_7D"", ""mean_abs_shap"": 0.06563889938602517, ""normalized_importance"": 0.026462336031343885}, {""feature"": ""humidity_max_7d"", ""human_label"": ""Độ ẩm — 7 ngày gần đây"", ""feature_group"": ""WEATHER_7D"", ""mean_abs_shap"": 0.05189274259442877, ""normalized_importance"": 0.020920570042558748}, {""feature"": ""rain_max_daily_7d"", ""human_label"": ""Lượng mưa — 7 ngày gần đây"", ""feature_group"": ""WEATHER_7D"", ""mean_abs_shap"": 0.04881849023097217, ""normalized_importance"": 0.019681184558525758}, {""feature"": ""temperature_max_3d"", ""human_label"": ""Nhiệt độ — 3 ngày gần đây"", ""feature_group"": ""WEATHER_3D"", ""mean_abs_shap"": 0.042712732874293495, ""normalized_importance"": 0.017219647201720523}, {""feature"": ""day_of_year_sin"", ""human_label"": ""Thời điểm trong năm"", ""feature_group"": ""SEASONAL_CALENDAR"", ""mean_abs_shap"": 0.04267248612381753, ""normalized_importance"": 0.01720342171583903}]"
99,"Tổn thương chảy máu, bệnh khác của máu và cơ quan tạo máu - Haemorrhagic conditions and other diseases of blood, blood",9172,92,STRONG,NORMAL_MODEL,0.30161732206516423,0.08568171265637915,0.6127009652784567,0.0502273385110699,0.03482816749524223,0.21656181605885214,models/disease_99.txt,5d02339d74bcb42b36ab0361c48d473afce5b17c5dc3e3546d479214b275a713,130818,60,DEMOGRAPHIC,1.0658141036401503e-14,"[{""feature"": ""age_group"", ""human_label"": ""Nhóm tuổi"", ""feature_group"": ""DEMOGRAPHIC"", ""mean_abs_shap"": 1.8045588544333446, ""normalized_importance"": 0.5486477289645262}, {""feature"": ""temperature_min_7d"", ""human_label"": ""Nhiệt độ — 7 ngày gần đây"", ""feature_group"": ""WEATHER_7D"", ""mean_abs_shap"": 0.21841788613650576, ""normalized_importance"": 0.0664065219594381}, {""feature"": ""gender"", ""human_label"": ""Giới tính"", ""feature_group"": ""DEMOGRAPHIC"", ""mean_abs_shap"": 0.21067768741805598, ""normalized_importance"": 0.0640532363139305}, {""feature"": ""day_of_year_sin"", ""human_label"": ""Thời điểm trong năm"", ""feature_group"": ""SEASONAL_CALENDAR"", ""mean_abs_shap"": 0.16181211804276166, ""normalized_importance"": 0.04919642873658363}, {""feature"": ""humidity_max_7d"", ""human_label"": ""Độ ẩm — 7 ngày gần đây"", ""feature_group"": ""WEATHER_7D"", ""mean_abs_shap"": 0.14375089054140427, ""normalized_importance"": 0.043705196668099494}, {""feature"": ""wind_speed_max_7d"", ""human_label"": ""Gió — 7 ngày gần đây"", ""feature_group"": ""WEATHER_7D"", ""mean_abs_shap"": 0.09966893734706964, ""normalized_importance"": 0.03030277233099645}, {""feature"": ""weather_code_current"", ""human_label"": ""Trạng thái thời tiết — hiện tại"", ""feature_group"": ""WEATHER_CURRENT"", ""mean_abs_shap"": 0.0977478850410009, ""normalized_importance"": 0.029718706600827934}, {""feature"": ""temperature_max_7d"", ""human_label"": ""Nhiệt độ — 7 ngày gần đây"", ""feature_group"": ""WEATHER_7D"", ""mean_abs_shap"": 0.07935075089565206, ""normalized_importance"": 0.024125347401983244}, {""feature"": ""rain_max_daily_7d"", ""human_label"": ""Lượng mưa — 7 ngày gần đây"", ""feature_group"": ""WEATHER_7D"", ""mean_abs_shap"": 0.0633467102583789, ""normalized_importance"": 0.019259570634257303}, {""feature"": ""month"", ""human_label"": ""Yếu tố mùa vụ theo tháng"", ""feature_group"": ""SEASONAL_CALENDAR"", ""mean_abs_shap"": 0.06314496472987723, ""normalized_importance"": 0.019198233080334214}]"
278,Thương tổn do chấn thương trong sọ - Intracranial injury,6213,88,STRONG,NORMAL_MODEL,0.29903660801613885,0.07905488970560129,0.6219085022782597,0.03135087740039645,0.026247147972522103,0.24143858264322032,models/disease_278.txt,688ea2cec0c7a15977c9610855a8e7cae9a91a3b893c7e87884982dc13d15395,133598,199,DEMOGRAPHIC,8.881784197001252e-15,"[{""feature"": ""age_group"", ""human_label"": ""Nhóm tuổi"", ""feature_group"": ""DEMOGRAPHIC"", ""mean_abs_shap"": 1.4935305932695637, ""normalized_importance"": 0.5875702540682505}, {""feature"": ""temperature_min_7d"", ""human_label"": ""Nhiệt độ — 7 ngày gần đây"", ""feature_group"": ""WEATHER_7D"", ""mean_abs_shap"": 0.1560858408676939, ""normalized_importance"": 0.06140577072098492}, {""feature"": ""day_of_year_sin"", ""human_label"": ""Thời điểm trong năm"", ""feature_group"": ""SEASONAL_CALENDAR"", ""mean_abs_shap"": 0.12016612714149158, ""normalized_importance"": 0.047274586923831685}, {""feature"": ""wind_speed_max_7d"", ""human_label"": ""Gió — 7 ngày gần đây"", ""feature_group"": ""WEATHER_7D"", ""mean_abs_shap"": 0.09340291358427492, ""normalized_importance"": 0.036745664208514786}, {""feature"": ""gender"", ""human_label"": ""Giới tính"", ""feature_group"": ""DEMOGRAPHIC"", ""mean_abs_shap"": 0.08728356118411577, ""normalized_importance"": 0.03433824821000921}, {""feature"": ""temperature_max_7d"", ""human_label"": ""Nhiệt độ — 7 ngày gần đây"", ""feature_group"": ""WEATHER_7D"", ""mean_abs_shap"": 0.08558351894813868, ""normalized_importance"": 0.033669434157574514}, {""feature"": ""humidity_max_7d"", ""human_label"": ""Độ ẩm — 7 ngày gần đây"", ""feature_group"": ""WEATHER_7D"", ""mean_abs_shap"": 0.0833911535640953, ""normalized_importance"": 0.03280693512908604}, {""feature"": ""wind_gust_max_7d"", ""human_label"": ""Gió — 7 ngày gần đây"", ""feature_group"": ""WEATHER_7D"", ""mean_abs_shap"": 0.05942312773027338, ""normalized_importance"": 0.023377667933518562}, {""feature"": ""temperature_max_current"", ""human_label"": ""Nhiệt độ — hiện tại"", ""feature_group"": ""WEATHER_CURRENT"", ""mean_abs_shap"": 0.05354086157350434, ""normalized_importance"": 0.021063524094882075}, {""feature"": ""month"", ""human_label"": ""Yếu tố mùa vụ theo tháng"", ""feature_group"": ""SEASONAL_CALENDAR"", ""mean_abs_shap"": 0.04150003808800249, ""normalized_importance"": 0.01632654063672645}]"
271,Vỡ xương sọ và các xương mặt - Fracture of skull and facial bones,4395,30,STRONG,NORMAL_MODEL,0.2974636346682735,0.04262174423714034,0.6599146210945861,0.016837135900684405,0.03977618641401249,0.24085031235357662,models/disease_271.txt,3fa78f0bf9b84d8dd0c4d52c2d0b08315c185c1dcd19d047296612dda69e331f,49397,193,DEMOGRAPHIC,1.8318679906315083e-15,"[{""feature"": ""age_group"", ""human_label"": ""Nhóm tuổi"", ""feature_group"": ""DEMOGRAPHIC"", ""mean_abs_shap"": 0.6860902691634786, ""normalized_importance"": 0.5995008788808925}, {""feature"": ""wind_speed_max_7d"", ""human_label"": ""Gió — 7 ngày gần đây"", ""feature_group"": ""WEATHER_7D"", ""mean_abs_shap"": 0.08983072959846031, ""normalized_importance"": 0.07849346327335355}, {""feature"": ""gender"", ""human_label"": ""Giới tính"", ""feature_group"": ""DEMOGRAPHIC"", ""mean_abs_shap"": 0.0691396495263539, ""normalized_importance"": 0.0604137422136936}, {""feature"": ""humidity_max_7d"", ""human_label"": ""Độ ẩm — 7 ngày gần đây"", ""feature_group"": ""WEATHER_7D"", ""mean_abs_shap"": 0.03941344161964869, ""normalized_importance"": 0.034439189641195835}, {""feature"": ""day_of_year_sin"", ""human_label"": ""Thời điểm trong năm"", ""feature_group"": ""SEASONAL_CALENDAR"", ""mean_abs_shap"": 0.03731356145328967, ""normalized_importance"": 0.03260432903777745}, {""feature"": ""rain_days_7d"", ""human_label"": ""Lượng mưa — 7 ngày gần đây"", ""feature_group"": ""WEATHER_7D"", ""mean_abs_shap"": 0.0335362256654166, ""normalized_importance"": 0.0293037194439128}, {""feature"": ""temperature_min_7d"", ""human_label"": ""Nhiệt độ — 7 ngày gần đây"", ""feature_group"": ""WEATHER_7D"", ""mean_abs_shap"": 0.032881326056052, ""normalized_importance"": 0.02873147274542584}, {""feature"": ""wind_gust_max_7d"", ""human_label"": ""Gió — 7 ngày gần đây"", ""feature_group"": ""WEATHER_7D"", ""mean_abs_shap"": 0.01911536392707682, ""normalized_importance"": 0.016702871312229764}, {""feature"": ""temperature_mean_7d"", ""human_label"": ""Nhiệt độ — 7 ngày gần đây"", ""feature_group"": ""WEATHER_7D"", ""mean_abs_shap"": 0.01772295852132849, ""normalized_importance"": 0.015486197206761976}, {""feature"": ""wind_speed_max_3d"", ""human_label"": ""Gió — 3 ngày gần đây"", ""feature_group"": ""WEATHER_3D"", ""mean_abs_shap"": 0.01572579171174908, ""normalized_importance"": 0.013741086816150506}]"
