disease_id,disease_name,positive_fit_queries,n_estimators_locked,support_tier,model_complexity_flag,weather_importance,seasonal_importance,demographic_importance,weather_current_importance,weather_3d_importance,weather_7d_importance,model_path,model_sha256,model_bytes,manifest_index,top_feature_group,shap_additivity_max_abs_error,top_10_features,primary_example_warning
13,Các dạng uốn ván khác - Other tetanus,33,1,LOW,VERY_SIMPLE_MODEL,0.5224446083037908,0.4775553916962092,0.0,0.0,0.021613606828825526,0.5008310014749653,models/disease_13.txt,6a4a1648840d4884d49b4eec30b262eae51c3c6a10e3121a780ddaa8a089a687,6095,7,WEATHER_7D,1.7763568394002505e-15,"[{""feature"": ""temperature_max_7d"", ""human_label"": ""Nhiệt độ — 7 ngày gần đây"", ""feature_group"": ""WEATHER_7D"", ""mean_abs_shap"": 0.039621111821474694, ""normalized_importance"": 0.44709807559604803}, {""feature"": ""day_of_year_sin"", ""human_label"": ""Thời điểm trong năm"", ""feature_group"": ""SEASONAL_CALENDAR"", ""mean_abs_shap"": 0.02589615169922488, ""normalized_importance"": 0.2922209664947215}, {""feature"": ""day_of_year_cos"", ""human_label"": ""Thời điểm trong năm"", ""feature_group"": ""SEASONAL_CALENDAR"", ""mean_abs_shap"": 0.016424038451714126, ""normalized_importance"": 0.18533442520148768}, {""feature"": ""humidity_min_7d"", ""human_label"": ""Độ ẩm — 7 ngày gần đây"", ""feature_group"": ""WEATHER_7D"", ""mean_abs_shap"": 0.0035959591807578216, ""normalized_importance"": 0.04057802408178164}, {""feature"": ""temperature_max_3d"", ""human_label"": ""Nhiệt độ — 3 ngày gần đây"", ""feature_group"": ""WEATHER_3D"", ""mean_abs_shap"": 0.001915363048451141, ""normalized_importance"": 0.021613606828825526}, {""feature"": ""humidity_mean_7d"", ""human_label"": ""Độ ẩm — 7 ngày gần đây"", ""feature_group"": ""WEATHER_7D"", ""mean_abs_shap"": 0.0011657662234622118, ""normalized_importance"": 0.013154901797135583}, {""feature"": ""age_group"", ""human_label"": ""Nhóm tuổi"", ""feature_group"": ""DEMOGRAPHIC"", ""mean_abs_shap"": 0.0, ""normalized_importance"": 0.0}, {""feature"": ""gender"", ""human_label"": ""Giới tính"", ""feature_group"": ""DEMOGRAPHIC"", ""mean_abs_shap"": 0.0, ""normalized_importance"": 0.0}, {""feature"": ""month"", ""human_label"": ""Yếu tố mùa vụ theo tháng"", ""feature_group"": ""SEASONAL_CALENDAR"", ""mean_abs_shap"": 0.0, ""normalized_importance"": 0.0}, {""feature"": ""season"", ""human_label"": ""Mùa mưa / mùa khô"", ""feature_group"": ""SEASONAL_CALENDAR"", ""mean_abs_shap"": 0.0, ""normalized_importance"": 0.0}]",DO_NOT_USE_AS_PRIMARY_WEATHER_EXAMPLE
159,Nghẽn và huyết khối động mạch - Arterial embolism and thrombosis,110,6,MODERATE,NORMAL_MODEL,0.5218236248782994,0.19783747820101183,0.28033889692068875,0.00699328780575073,0.04688775489493295,0.4679425821776157,models/disease_159.txt,113f33b7ddeef449dfb3b9d75758d4ac8cfcb97c68eb903918abdd068ce6d135,12440,105,WEATHER_7D,1.7763568394002505e-15,"[{""feature"": ""age_group"", ""human_label"": ""Nhóm tuổi"", ""feature_group"": ""DEMOGRAPHIC"", ""mean_abs_shap"": 0.0905240207046955, ""normalized_importance"": 0.23787633423760587}, {""feature"": ""wind_speed_mean_7d"", ""human_label"": ""Gió — 7 ngày gần đây"", ""feature_group"": ""WEATHER_7D"", ""mean_abs_shap"": 0.06390870428586386, ""normalized_importance"": 0.16793739587627396}, {""feature"": ""day_of_year_sin"", ""human_label"": ""Thời điểm trong năm"", ""feature_group"": ""SEASONAL_CALENDAR"", ""mean_abs_shap"": 0.05176157202710604, ""normalized_importance"": 0.13601752233642356}, {""feature"": ""temperature_mean_7d"", ""human_label"": ""Nhiệt độ — 7 ngày gần đây"", ""feature_group"": ""WEATHER_7D"", ""mean_abs_shap"": 0.03468264620840348, ""normalized_importance"": 0.09113802808901177}, {""feature"": ""day_of_year_cos"", ""human_label"": ""Thời điểm trong năm"", ""feature_group"": ""SEASONAL_CALENDAR"", ""mean_abs_shap"": 0.023525631427712867, ""normalized_importance"": 0.061819955864588286}, {""feature"": ""wind_speed_max_7d"", ""human_label"": ""Gió — 7 ngày gần đây"", ""feature_group"": ""WEATHER_7D"", ""mean_abs_shap"": 0.02321950089066429, ""normalized_importance"": 0.06101551512737379}, {""feature"": ""precipitation_sum_7d"", ""human_label"": ""Lượng mưa — 7 ngày gần đây"", ""feature_group"": ""WEATHER_7D"", ""mean_abs_shap"": 0.0230850340285993, ""normalized_importance"": 0.060662167099132774}, {""feature"": ""gender"", ""human_label"": ""Giới tính"", ""feature_group"": ""DEMOGRAPHIC"", ""mean_abs_shap"": 0.016159160665635258, ""normalized_importance"": 0.0424625626830829}, {""feature"": ""temperature_max_7d"", ""human_label"": ""Nhiệt độ — 7 ngày gần đây"", ""feature_group"": ""WEATHER_7D"", ""mean_abs_shap"": 0.014746696693937402, ""normalized_importance"": 0.03875093178981716}, {""feature"": ""humidity_min_7d"", ""human_label"": ""Độ ẩm — 7 ngày gần đây"", ""feature_group"": ""WEATHER_7D"", ""mean_abs_shap"": 0.013114014219332074, ""normalized_importance"": 0.034460617252197935}]",DO_NOT_USE_AS_PRIMARY_WEATHER_EXAMPLE
247,Các chấn thương sản khoa - Birth trauma,14,3,LOW,SIMPLE_MODEL,0.5205014455728616,0.323450722714473,0.15604783171266554,0.0,0.0,0.5205014455728616,models/disease_247.txt,570030b5c6f9c74d116b17bf6b28382256ee8caa3a0c1249c625a068f6944725,7138,172,WEATHER_7D,1.7763568394002505e-15,"[{""feature"": ""temperature_mean_7d"", ""human_label"": ""Nhiệt độ — 7 ngày gần đây"", ""feature_group"": ""WEATHER_7D"", ""mean_abs_shap"": 0.028527108040823892, ""normalized_importance"": 0.2974807782397483}, {""feature"": ""day_of_year_sin"", ""human_label"": ""Thời điểm trong năm"", ""feature_group"": ""SEASONAL_CALENDAR"", ""mean_abs_shap"": 0.02212118208919582, ""normalized_importance"": 0.23067976095087897}, {""feature"": ""wind_gust_max_7d"", ""human_label"": ""Gió — 7 ngày gần đây"", ""feature_group"": ""WEATHER_7D"", ""mean_abs_shap"": 0.016414117510276813, ""normalized_importance"": 0.17116647239839888}, {""feature"": ""gender"", ""human_label"": ""Giới tính"", ""feature_group"": ""DEMOGRAPHIC"", ""mean_abs_shap"": 0.014964305865893118, ""normalized_importance"": 0.15604783171266554}, {""feature"": ""day_of_year_cos"", ""human_label"": ""Thời điểm trong năm"", ""feature_group"": ""SEASONAL_CALENDAR"", ""mean_abs_shap"": 0.008896330260196877, ""normalized_importance"": 0.09277096176359403}, {""feature"": ""wind_speed_max_7d"", ""human_label"": ""Gió — 7 ngày gần đây"", ""feature_group"": ""WEATHER_7D"", ""mean_abs_shap"": 0.004972590935204457, ""normalized_importance"": 0.05185419493471436}, {""feature"": ""age_group"", ""human_label"": ""Nhóm tuổi"", ""feature_group"": ""DEMOGRAPHIC"", ""mean_abs_shap"": 0.0, ""normalized_importance"": 0.0}, {""feature"": ""month"", ""human_label"": ""Yếu tố mùa vụ theo tháng"", ""feature_group"": ""SEASONAL_CALENDAR"", ""mean_abs_shap"": 0.0, ""normalized_importance"": 0.0}, {""feature"": ""season"", ""human_label"": ""Mùa mưa / mùa khô"", ""feature_group"": ""SEASONAL_CALENDAR"", ""mean_abs_shap"": 0.0, ""normalized_importance"": 0.0}, {""feature"": ""weather_code_current"", ""human_label"": ""Trạng thái thời tiết — hiện tại"", ""feature_group"": ""WEATHER_CURRENT"", ""mean_abs_shap"": 0.0, ""normalized_importance"": 0.0}]",DO_NOT_USE_AS_PRIMARY_WEATHER_EXAMPLE
258,"Không có, tịt hoặc hẹp ruột non - Absence, atresia and stenosis of small intestine",89,2,LOW,VERY_SIMPLE_MODEL,0.5150846621775104,0.2085706605307483,0.27634467729174134,0.007244926661612979,0.0,0.5078397355158973,models/disease_258.txt,2d865179a8d16f81500a2f47ef799bc35d05828f8bab74a57784b8c49ee0b1af,7660,181,WEATHER_7D,1.7763568394002505e-15,"[{""feature"": ""age_group"", ""human_label"": ""Nhóm tuổi"", ""feature_group"": ""DEMOGRAPHIC"", ""mean_abs_shap"": 0.05559993000556482, ""normalized_importance"": 0.2743579880003716}, {""feature"": ""wind_speed_mean_7d"", ""human_label"": ""Gió — 7 ngày gần đây"", ""feature_group"": ""WEATHER_7D"", ""mean_abs_shap"": 0.050624630322667764, ""normalized_importance"": 0.24980735977904286}, {""feature"": ""day_of_year_sin"", ""human_label"": ""Thời điểm trong năm"", ""feature_group"": ""SEASONAL_CALENDAR"", ""mean_abs_shap"": 0.025604654271348927, ""normalized_importance"": 0.12634622792923153}, {""feature"": ""temperature_max_7d"", ""human_label"": ""Nhiệt độ — 7 ngày gần đây"", ""feature_group"": ""WEATHER_7D"", ""mean_abs_shap"": 0.02390389366103574, ""normalized_importance"": 0.11795382061740384}, {""feature"": ""day_of_year_cos"", ""human_label"": ""Thời điểm trong năm"", ""feature_group"": ""SEASONAL_CALENDAR"", ""mean_abs_shap"": 0.016663165999691698, ""normalized_importance"": 0.08222443260151678}, {""feature"": ""humidity_mean_7d"", ""human_label"": ""Độ ẩm — 7 ngày gần đây"", ""feature_group"": ""WEATHER_7D"", ""mean_abs_shap"": 0.01261614331165453, ""normalized_importance"": 0.062254389438322094}, {""feature"": ""temperature_min_7d"", ""human_label"": ""Nhiệt độ — 7 ngày gần đây"", ""feature_group"": ""WEATHER_7D"", ""mean_abs_shap"": 0.008260408293614603, ""normalized_importance"": 0.04076100454210748}, {""feature"": ""humidity_min_7d"", ""human_label"": ""Độ ẩm — 7 ngày gần đây"", ""feature_group"": ""WEATHER_7D"", ""mean_abs_shap"": 0.0060728816586697616, ""normalized_importance"": 0.029966649113950975}, {""feature"": ""rain_max_daily_7d"", ""human_label"": ""Lượng mưa — 7 ngày gần đây"", ""feature_group"": ""WEATHER_7D"", ""mean_abs_shap"": 0.0014381413668808768, ""normalized_importance"": 0.0070965120250700104}, {""feature"": ""temperature_mean_current"", ""human_label"": ""Nhiệt độ — hiện tại"", ""feature_group"": ""WEATHER_CURRENT"", ""mean_abs_shap"": 0.0008681205097398794, ""normalized_importance"": 0.004283742737989995}]",DO_NOT_USE_AS_PRIMARY_WEATHER_EXAMPLE
148,Bệnh tim thiếu máu cục bộ khác - Other ischaemic heart diseases,42,1,LOW,VERY_SIMPLE_MODEL,0.5150610949776836,0.3144467329071958,0.17049217211512044,0.0,0.07434019127003681,0.4407209037076468,models/disease_148.txt,d5f9766456fc204f69295dfd92123f18a232e93cf5ddf2fdfd9c2062d3645385,5973,97,WEATHER_7D,1.7763568394002505e-15,"[{""feature"": ""month"", ""human_label"": ""Yếu tố mùa vụ theo tháng"", ""feature_group"": ""SEASONAL_CALENDAR"", ""mean_abs_shap"": 0.026579226293423266, ""normalized_importance"": 0.3144467329071958}, {""feature"": ""gender"", ""human_label"": ""Giới tính"", ""feature_group"": ""DEMOGRAPHIC"", ""mean_abs_shap"": 0.01441118494699855, ""normalized_importance"": 0.17049217211512044}, {""feature"": ""humidity_min_7d"", ""human_label"": ""Độ ẩm — 7 ngày gần đây"", ""feature_group"": ""WEATHER_7D"", ""mean_abs_shap"": 0.013187834459517041, ""normalized_importance"": 0.15601926911402106}, {""feature"": ""precipitation_sum_7d"", ""human_label"": ""Lượng mưa — 7 ngày gần đây"", ""feature_group"": ""WEATHER_7D"", ""mean_abs_shap"": 0.012775502077602799, ""normalized_importance"": 0.15114115231207118}, {""feature"": ""temperature_min_7d"", ""human_label"": ""Nhiệt độ — 7 ngày gần đây"", ""feature_group"": ""WEATHER_7D"", ""mean_abs_shap"": 0.01128946149193383, ""normalized_importance"": 0.13356048228155465}, {""feature"": ""humidity_mean_3d"", ""human_label"": ""Độ ẩm — 3 ngày gần đây"", ""feature_group"": ""WEATHER_3D"", ""mean_abs_shap"": 0.006283750345232034, ""normalized_importance"": 0.07434019127003681}, {""feature"": ""age_group"", ""human_label"": ""Nhóm tuổi"", ""feature_group"": ""DEMOGRAPHIC"", ""mean_abs_shap"": 0.0, ""normalized_importance"": 0.0}, {""feature"": ""season"", ""human_label"": ""Mùa mưa / mùa khô"", ""feature_group"": ""SEASONAL_CALENDAR"", ""mean_abs_shap"": 0.0, ""normalized_importance"": 0.0}, {""feature"": ""day_of_year_sin"", ""human_label"": ""Thời điểm trong năm"", ""feature_group"": ""SEASONAL_CALENDAR"", ""mean_abs_shap"": 0.0, ""normalized_importance"": 0.0}, {""feature"": ""day_of_year_cos"", ""human_label"": ""Thời điểm trong năm"", ""feature_group"": ""SEASONAL_CALENDAR"", ""mean_abs_shap"": 0.0, ""normalized_importance"": 0.0}]",DO_NOT_USE_AS_PRIMARY_WEATHER_EXAMPLE
205,Trật đốt sống cổ và các đốt sống khác - Cervical and other interverbral disc disorders,91,200,LOW,NORMAL_MODEL,0.5099908215693496,0.1552951901706073,0.334713988260043,0.07370843219163084,0.12453436928685628,0.31174802009086255,models/disease_205.txt,c341ba2670dedffdc8ed7abaad2c42eb8d8ebb3c58cf36d41727ed5b5e0bcd7d,255323,146,DEMOGRAPHIC,1.7763568394002505e-14,"[{""feature"": ""age_group"", ""human_label"": ""Nhóm tuổi"", ""feature_group"": ""DEMOGRAPHIC"", ""mean_abs_shap"": 0.9232015179892283, ""normalized_importance"": 0.2597992031144415}, {""feature"": ""day_of_year_cos"", ""human_label"": ""Thời điểm trong năm"", ""feature_group"": ""SEASONAL_CALENDAR"", ""mean_abs_shap"": 0.2677646328655883, ""normalized_importance"": 0.07535195391817207}, {""feature"": ""gender"", ""human_label"": ""Giới tính"", ""feature_group"": ""DEMOGRAPHIC"", ""mean_abs_shap"": 0.2662111451350011, ""normalized_importance"": 0.07491478514560151}, {""feature"": ""day_of_year_sin"", ""human_label"": ""Thời điểm trong năm"", ""feature_group"": ""SEASONAL_CALENDAR"", ""mean_abs_shap"": 0.2276449610595537, ""normalized_importance"": 0.06406183083960242}, {""feature"": ""temperature_max_7d"", ""human_label"": ""Nhiệt độ — 7 ngày gần đây"", ""feature_group"": ""WEATHER_7D"", ""mean_abs_shap"": 0.17798333212283163, ""normalized_importance"": 0.050086494608324664}, {""feature"": ""wind_gust_max_3d"", ""human_label"": ""Gió — 3 ngày gần đây"", ""feature_group"": ""WEATHER_3D"", ""mean_abs_shap"": 0.15931819844938375, ""normalized_importance"": 0.04483391783077774}, {""feature"": ""temperature_mean_7d"", ""human_label"": ""Nhiệt độ — 7 ngày gần đây"", ""feature_group"": ""WEATHER_7D"", ""mean_abs_shap"": 0.145624769969959, ""normalized_importance"": 0.040980434341487536}, {""feature"": ""humidity_min_7d"", ""human_label"": ""Độ ẩm — 7 ngày gần đây"", ""feature_group"": ""WEATHER_7D"", ""mean_abs_shap"": 0.1380298251602644, ""normalized_importance"": 0.03884313216985068}, {""feature"": ""wind_speed_max_7d"", ""human_label"": ""Gió — 7 ngày gần đây"", ""feature_group"": ""WEATHER_7D"", ""mean_abs_shap"": 0.12821050742514886, ""normalized_importance"": 0.03607986664980819}, {""feature"": ""temperature_min_7d"", ""human_label"": ""Nhiệt độ — 7 ngày gần đây"", ""feature_group"": ""WEATHER_7D"", ""mean_abs_shap"": 0.1190325075931232, ""normalized_importance"": 0.03349707513995653}]",DO_NOT_USE_AS_PRIMARY_WEATHER_EXAMPLE
39,Nhiễm HIV - Human immuno deficiency virus disease,112,2,MODERATE,VERY_SIMPLE_MODEL,0.5053920901207605,0.38772791026162357,0.10687999961761588,0.0031734288632439896,0.15370298596305285,0.34851567529446364,models/disease_39.txt,f781c663071d69df812c6d1f7620a1532f01d4d58229da985a296789aa7a07e7,8091,20,SEASONAL_CALENDAR,1.7763568394002505e-15,"[{""feature"": ""month"", ""human_label"": ""Yếu tố mùa vụ theo tháng"", ""feature_group"": ""SEASONAL_CALENDAR"", ""mean_abs_shap"": 0.052472916024368293, ""normalized_importance"": 0.2684776763411961}, {""feature"": ""temperature_max_7d"", ""human_label"": ""Nhiệt độ — 7 ngày gần đây"", ""feature_group"": ""WEATHER_7D"", ""mean_abs_shap"": 0.02209333273133936, ""normalized_importance"": 0.11304053755252097}, {""feature"": ""age_group"", ""human_label"": ""Nhóm tuổi"", ""feature_group"": ""DEMOGRAPHIC"", ""mean_abs_shap"": 0.019610183118497493, ""normalized_importance"": 0.10033550248731275}, {""feature"": ""temperature_max_3d"", ""human_label"": ""Nhiệt độ — 3 ngày gần đây"", ""feature_group"": ""WEATHER_3D"", ""mean_abs_shap"": 0.015963786471965873, ""normalized_importance"": 0.08167871394092237}, {""feature"": ""day_of_year_cos"", ""human_label"": ""Thời điểm trong năm"", ""feature_group"": ""SEASONAL_CALENDAR"", ""mean_abs_shap"": 0.013550482368649697, ""normalized_importance"": 0.06933104342720231}, {""feature"": ""precipitation_sum_3d"", ""human_label"": ""Lượng mưa — 3 ngày gần đây"", ""feature_group"": ""WEATHER_3D"", ""mean_abs_shap"": 0.012361522978349866, ""normalized_importance"": 0.06324773267268842}, {""feature"": ""humidity_min_7d"", ""human_label"": ""Độ ẩm — 7 ngày gần đây"", ""feature_group"": ""WEATHER_7D"", ""mean_abs_shap"": 0.011735015892961295, ""normalized_importance"": 0.06004220915235832}, {""feature"": ""temperature_mean_7d"", ""human_label"": ""Nhiệt độ — 7 ngày gần đây"", ""feature_group"": ""WEATHER_7D"", ""mean_abs_shap"": 0.010058436498774671, ""normalized_importance"": 0.05146399063399508}, {""feature"": ""humidity_max_7d"", ""human_label"": ""Độ ẩm — 7 ngày gần đây"", ""feature_group"": ""WEATHER_7D"", ""mean_abs_shap"": 0.009985826686180317, ""normalized_importance"": 0.05109248252577695}, {""feature"": ""day_of_year_sin"", ""human_label"": ""Thời điểm trong năm"", ""feature_group"": ""SEASONAL_CALENDAR"", ""mean_abs_shap"": 0.009756511328809933, ""normalized_importance"": 0.049919190493225137}]",DO_NOT_USE_AS_PRIMARY_WEATHER_EXAMPLE
297,Tai nạn ngộ độc do các chất độc - Accident poisoning by and exposure to noxious substances,105,197,MODERATE,NORMAL_MODEL,0.49767885804080286,0.14506601575024522,0.35725512620895206,0.04256283528892135,0.11027195151670727,0.34484407123517424,models/disease_297.txt,0c4b98f2d4943f6d0eca7c8f669c19863fa7d69fc8935461db4eae9617389b71,233250,213,DEMOGRAPHIC,1.4210854715202004e-14,"[{""feature"": ""age_group"", ""human_label"": ""Nhóm tuổi"", ""feature_group"": ""DEMOGRAPHIC"", ""mean_abs_shap"": 0.8375512847834321, ""normalized_importance"": 0.259769516124294}, {""feature"": ""gender"", ""human_label"": ""Giới tính"", ""feature_group"": ""DEMOGRAPHIC"", ""mean_abs_shap"": 0.3143140087893713, ""normalized_importance"": 0.09748561008465809}, {""feature"": ""day_of_year_cos"", ""human_label"": ""Thời điểm trong năm"", ""feature_group"": ""SEASONAL_CALENDAR"", ""mean_abs_shap"": 0.2565353442977407, ""normalized_importance"": 0.0795653513614209}, {""feature"": ""day_of_year_sin"", ""human_label"": ""Thời điểm trong năm"", ""feature_group"": ""SEASONAL_CALENDAR"", ""mean_abs_shap"": 0.18177265503021642, ""normalized_importance"": 0.05637743682052506}, {""feature"": ""temperature_min_7d"", ""human_label"": ""Nhiệt độ — 7 ngày gần đây"", ""feature_group"": ""WEATHER_7D"", ""mean_abs_shap"": 0.17517598693866432, ""normalized_importance"": 0.05433145670049199}, {""feature"": ""wind_speed_max_7d"", ""human_label"": ""Gió — 7 ngày gần đây"", ""feature_group"": ""WEATHER_7D"", ""mean_abs_shap"": 0.15390045971775945, ""normalized_importance"": 0.04773277610400438}, {""feature"": ""humidity_mean_7d"", ""human_label"": ""Độ ẩm — 7 ngày gần đây"", ""feature_group"": ""WEATHER_7D"", ""mean_abs_shap"": 0.12960834858387427, ""normalized_importance"": 0.0401984912553833}, {""feature"": ""temperature_mean_7d"", ""human_label"": ""Nhiệt độ — 7 ngày gần đây"", ""feature_group"": ""WEATHER_7D"", ""mean_abs_shap"": 0.12426062787611472, ""normalized_importance"": 0.038539876617854844}, {""feature"": ""temperature_min_3d"", ""human_label"": ""Nhiệt độ — 3 ngày gần đây"", ""feature_group"": ""WEATHER_3D"", ""mean_abs_shap"": 0.11594733525347307, ""normalized_importance"": 0.03596147928121691}, {""feature"": ""wind_gust_max_7d"", ""human_label"": ""Gió — 7 ngày gần đây"", ""feature_group"": ""WEATHER_7D"", ""mean_abs_shap"": 0.11401243308464813, ""normalized_importance"": 0.035361362477296696}]",DO_NOT_USE_AS_PRIMARY_WEATHER_EXAMPLE
201,Bệnh thoái hoá khớp - Arthrosis,42,1,LOW,VERY_SIMPLE_MODEL,0.4972286257666949,0.4209867367741953,0.08178463745910994,0.0,0.0,0.4972286257666949,models/disease_201.txt,1be5b3e0b406d73562ba10ff2cf937373164f623da83da3404c074aab397c78e,6087,142,WEATHER_7D,2.6645352591003757e-15,"[{""feature"": ""day_of_year_cos"", ""human_label"": ""Thời điểm trong năm"", ""feature_group"": ""SEASONAL_CALENDAR"", ""mean_abs_shap"": 0.03003934909058717, ""normalized_importance"": 0.3880342752226408}, {""feature"": ""temperature_min_7d"", ""human_label"": ""Nhiệt độ — 7 ngày gần đây"", ""feature_group"": ""WEATHER_7D"", ""mean_abs_shap"": 0.024737573510294906, ""normalized_importance"": 0.3195484156093761}, {""feature"": ""temperature_max_7d"", ""human_label"": ""Nhiệt độ — 7 ngày gần đây"", ""feature_group"": ""WEATHER_7D"", ""mean_abs_shap"": 0.009136429138952507, ""normalized_importance"": 0.11802012248552202}, {""feature"": ""gender"", ""human_label"": ""Giới tính"", ""feature_group"": ""DEMOGRAPHIC"", ""mean_abs_shap"": 0.006331289351879321, ""normalized_importance"": 0.08178463745910994}, {""feature"": ""wind_speed_mean_7d"", ""human_label"": ""Gió — 7 ngày gần đây"", ""feature_group"": ""WEATHER_7D"", ""mean_abs_shap"": 0.0046185358221767035, ""normalized_importance"": 0.05966008767179682}, {""feature"": ""day_of_year_sin"", ""human_label"": ""Thời điểm trong năm"", ""feature_group"": ""SEASONAL_CALENDAR"", ""mean_abs_shap"": 0.002550987268775016, ""normalized_importance"": 0.0329524615515545}, {""feature"": ""age_group"", ""human_label"": ""Nhóm tuổi"", ""feature_group"": ""DEMOGRAPHIC"", ""mean_abs_shap"": 0.0, ""normalized_importance"": 0.0}, {""feature"": ""month"", ""human_label"": ""Yếu tố mùa vụ theo tháng"", ""feature_group"": ""SEASONAL_CALENDAR"", ""mean_abs_shap"": 0.0, ""normalized_importance"": 0.0}, {""feature"": ""season"", ""human_label"": ""Mùa mưa / mùa khô"", ""feature_group"": ""SEASONAL_CALENDAR"", ""mean_abs_shap"": 0.0, ""normalized_importance"": 0.0}, {""feature"": ""weather_code_current"", ""human_label"": ""Trạng thái thời tiết — hiện tại"", ""feature_group"": ""WEATHER_CURRENT"", ""mean_abs_shap"": 0.0, ""normalized_importance"": 0.0}]",DO_NOT_USE_AS_PRIMARY_WEATHER_EXAMPLE
218,Quá sản tuyến tiền liệt - Hyperplasia of prostate,28,200,LOW,NORMAL_MODEL,0.49653802225147053,0.32827522540994436,0.17518675233858488,0.08557616796166803,0.14131870239253488,0.2696431518972676,models/disease_218.txt,1517aabb4ba50a0db0e3409879bbcd8ac3728324a8c6e2a1d8ae6b477efe05a5,212150,159,SEASONAL_CALENDAR,2.6645352591003757e-14,"[{""feature"": ""month"", ""human_label"": ""Yếu tố mùa vụ theo tháng"", ""feature_group"": ""SEASONAL_CALENDAR"", ""mean_abs_shap"": 0.4509314835130258, ""normalized_importance"": 0.16824838281660723}, {""feature"": ""day_of_year_cos"", ""human_label"": ""Thời điểm trong năm"", ""feature_group"": ""SEASONAL_CALENDAR"", ""mean_abs_shap"": 0.3389410191509221, ""normalized_importance"": 0.12646328860891803}, {""feature"": ""age_group"", ""human_label"": ""Nhóm tuổi"", ""feature_group"": ""DEMOGRAPHIC"", ""mean_abs_shap"": 0.2549785067802583, ""normalized_importance"": 0.0951357866710865}, {""feature"": ""gender"", ""human_label"": ""Giới tính"", ""feature_group"": ""DEMOGRAPHIC"", ""mean_abs_shap"": 0.21454887173829215, ""normalized_importance"": 0.08005096566749839}, {""feature"": ""temperature_max_7d"", ""human_label"": ""Nhiệt độ — 7 ngày gần đây"", ""feature_group"": ""WEATHER_7D"", ""mean_abs_shap"": 0.1689141733454652, ""normalized_importance"": 0.06302406804415919}, {""feature"": ""temperature_mean_7d"", ""human_label"": ""Nhiệt độ — 7 ngày gần đây"", ""feature_group"": ""WEATHER_7D"", ""mean_abs_shap"": 0.1668697395489789, ""normalized_importance"": 0.06226126328864581}, {""feature"": ""wind_speed_mean_3d"", ""human_label"": ""Gió — 3 ngày gần đây"", ""feature_group"": ""WEATHER_3D"", ""mean_abs_shap"": 0.1267779717042626, ""normalized_importance"": 0.04730250491679325}, {""feature"": ""day_of_year_sin"", ""human_label"": ""Thời điểm trong năm"", ""feature_group"": ""SEASONAL_CALENDAR"", ""mean_abs_shap"": 0.08995547497571378, ""normalized_importance"": 0.033563553984419084}, {""feature"": ""temperature_mean_3d"", ""human_label"": ""Nhiệt độ — 3 ngày gần đây"", ""feature_group"": ""WEATHER_3D"", ""mean_abs_shap"": 0.07223439847993773, ""normalized_importance"": 0.026951590590433568}, {""feature"": ""wind_gust_max_7d"", ""human_label"": ""Gió — 7 ngày gần đây"", ""feature_group"": ""WEATHER_7D"", ""mean_abs_shap"": 0.07011276401902673, ""normalized_importance"": 0.026159981266118227}]",DO_NOT_USE_AS_PRIMARY_WEATHER_EXAMPLE
