disease_group_id,disease_group_name,report_group_code,support_level,model_supported,train_support_rows,train_support_case_count,validation_support_rows,validation_support_case_count,validation_recall_top_1,validation_recall_top_5,test_support_rows,test_support_case_count,test_recall_top_1,test_recall_top_5
288,"Một số biến chứng sớm của chấn thương, của chăm sóc ngoại khoa và y học, chưa xếp ở nơi khác - Certain early complications of trauma and complications of surgical and medical care, not elsewhere classified",T79-T88,medium,True,150,154,51,52,0.0,0.0,53,54,0.0,0.0
289,"Di chứng, thương tổn do chấn thương, do ngộ độc và hậu quả khác do nguyên nhân bên ngoài - Sequalae of injuries, of poisoning and of other consequences of external causes",T90-T98,insufficient,True,4,4,1,1,0.0,0.0,0,0,,
290,Tai nạn giao thông - Transport accidént,V01-V99,insufficient,True,5,5,0,0,,,0,0,,
291,Tai nạn do các nguyên nhân sức mạnh cơ học và không cố ý - exposure to inanimate mechanical forces,W00-W64,low,True,32,32,7,8,0.0,0.0,12,12,0.0,0.0
292,"Tai nạn chết đuối, chết chìm - Accident drowning and submersion",W65-W84,insufficient,True,5,5,3,3,0.0,0.0,3,3,0.0,0.0
294,"Tai nạn do khói, lửa, đám cháy - expossure to smoke, fire and fpames",X00-X09,insufficient,False,0,0,0,0,,,1,2,0.0,0.0
295,Tai nạn do tiếp xúc với các chất nóng - contact with heat and hot,X10-X19,insufficient,False,0,0,1,1,0.0,0.0,1,1,0.0,0.0
296,Tai nạn do tiếp xúc với động vật và cây độc - Contact with venomous animals and plants,X20-X29,low,True,25,25,8,8,0.0,0.0,15,16,0.0,0.0
297,Tai nạn ngộ độc do các chất độc - Accident poisoning by and exposure to noxious substances,X40-X49,insufficient,True,8,8,0,0,,,0,0,,
298,Tự tử - Intentional self-harm,X60-X84,insufficient,False,0,0,1,1,0.0,0.0,0,0,,
299,Bạo lực đánh nhau - Assault,X85-Y09,low,True,21,21,7,7,0.0,0.0,4,4,0.0,0.0
30,Viêm não Virut - Viral encephalitis,A83-A86,low,True,39,39,15,15,0.0,0.0,18,19,0.0,0.0
300,Tai biến của thuốc và các chất sinh học trong điều trị - Drugs medicament and biological substances causing adverseeffects in therapeutic use.,Y40-Y59,high,True,690,860,150,174,0.0,0.0,144,165,0.0,0.012121212121212121
304,Người tiếp xúc với các dịch vụ y tế làm các khám xét và điều tra - Person encountering health services for examination and investigation,Z00-Z01,low,True,29,29,5,5,0.0,0.0,2,2,0.0,0.0
306,Người có nguy cơ liên quan đến bệnh truyền nhiễm - Other persons with potential health hazards related to communicable diseases,"Z20,Z22-Z29",low,True,1,1,5,5,0.0,0.0,20,21,0.0,0.0
311,Bệnh do tiếp xúc với dịch vụ y tế phải chăm sóc và khám xét đặc biệt - Persons encountering health services for specific procedures and health care,Z40-Z54,high,True,737,811,258,290,0.0,0.0,256,292,0.0,0.0
312,Bệnh do tiếp xúc với dịch vụ y tế vì những lý do khác - Person encoutering health services for other reasons,"Z31-Z33,Z37,Z55-Z99",medium,True,121,122,66,66,0.0,0.0,52,54,0.0,0.0
313,COVID-19 * U07.1 là bệnh nhân COVID-19 có kết quả xét nghiệm SARS-CoV-2 dương tính cập nhật theo hướng dẫn chẩn đoán và điều trị của Bộ Y tế.,U07.1,high,True,1179,1947,6,6,0.0,0.0,2,2,0.0,0.0
32,Sốt virut khác do tiết túc truyền và sốt virus xuất huyết - Other arthropod,"A90-A94,A96-A99",high,True,3080,5497,277,316,0.18037974683544303,0.3924050632911392,642,828,0.25120772946859904,0.6714975845410628
33,Nhiễm virut Héc-pét - Herpesviral infections,B00,insufficient,True,4,4,0,0,,,3,3,0.0,0.0
34,Thuỷ đậu và zôna - Varicella and Zoster,B01-B02,low,True,61,61,23,23,0.0,0.0,26,26,0.0,0.0
35,Sởi - Measles,B05,high,False,0,0,27,28,0.0,0.0,832,1547,0.0,0.0
37,Viêm gan B cấp - Acute hepatitis B,B16,insufficient,True,3,3,3,3,0.0,0.0,3,3,0.0,0.0
38,Viêm gan virut khác - Other viral hepatitis,"B15,B17-B19",low,True,16,16,7,7,0.0,0.0,2,2,0.0,0.0
39,Nhiễm HIV - Human immuno deficiency virus disease,B20-B24,insufficient,True,4,4,4,4,0.0,0.0,8,8,0.0,0.0
4,Lỵ Amip - Amoebiasis,A06,low,True,19,19,2,2,0.0,0.0,1,1,0.0,0.0
40,Quai bị - Mumps,B26,insufficient,False,0,0,0,0,,,2,2,0.0,0.0
41,Bệnh virut khác - Other viral diseases,"A81,A87-A89,B03-B04,B07-B09,B25,B27-B34",high,True,2806,6809,686,1152,0.036458333333333336,0.5894097222222222,573,817,0.006119951040391677,0.34516523867809057
42,Nấm - Mycoses,B35-B49,insufficient,True,11,11,3,3,0.0,0.0,4,4,0.0,0.0
47,Các nhiễm khuẩn do sán lá - Other fluke infections,B66,insufficient,True,1,1,0,0,,,0,0,,
48,Sán Echinococ - Echinococcosis,B67,insufficient,True,1,1,0,0,,,0,0,,
5,"Ỉa chảy, viêm dạy dày, ruột non có nguồn gốc nhiễm khuẩn - Diarrhoea and gastroenteritis of presumed infectious origin.",A09,high,True,2222,3930,1174,2554,0.0,0.014487079091620987,1090,2356,0.0008488964346349745,0.1298811544991511
53,Bệnh giun sán khác - Other Helminthiases,"B68-B71,B75,B77-B83",insufficient,True,12,12,1,1,0.0,0.0,2,2,0.0,0.0
57,Bệnh nhiễm khuẩn và kí sinh vật khác - Other infectious and parasitic diseases,"A65-A67,A69-A70,A74,A77-A79,B58-B64,B85-B89,B94-B99",medium,True,181,185,23,24,0.0,0.0,26,26,0.0,0.0
58,"U ác môi, khoang miệng, họng - Malignant neoplasm of lip, oral cavity and pharynx",C00-C14,low,True,25,25,3,3,0.0,0.0,0,0,,
6,Các bệnh nhiễm khuẩn ruột khác - Other intestinal infectious diseases,"A02,A04-A05,A07-A08",high,True,3387,7029,1071,2353,0.0,0.6034849128771781,1035,2190,0.0013698630136986301,0.7424657534246575
60,U ác dạ dày - Malignant neoplasm of stomach,C16,insufficient,True,1,1,0,0,,,1,1,0.0,0.0
61,U ác đại tràng - Malignant neoplasm of colon,C18,insufficient,False,0,0,1,1,0.0,0.0,2,2,0.0,0.0
62,"U ác chỗ nối trực tràng sigma, trực tràng, hậu môn và ống hậu môn - Malignant neoplasm of rectosigmoid function, rectum, anus and anal canal",C19-C21,insufficient,True,6,6,0,0,,,0,0,,
63,U ác gan và đường mật trong gan - Malignant neoplasm of liver and intrahepatic bile ducts,C22,medium,True,268,284,134,141,0.0,0.0,54,55,0.0,0.0
64,U ác tụy - Malignant neoplasm of pancreas,C25,insufficient,True,9,9,2,2,0.0,0.0,2,2,0.0,0.0
65,Các u khác cơ quan tiêu hoá - Other malignant neoplasms of digestive organs,"C17,C23-C24,C26",low,True,5,5,13,13,0.0,0.0,3,3,0.0,0.0
67,"U ác khí quản, phế quản và phổi - Malignant neoplasms of trachea, bronchus and lung",C33-C34,insufficient,False,0,0,2,2,0.0,0.0,0,0,,
68,Các u khác cơ quan hô hấp và lồng ngực - Other malignant neplasm of respiratory and intrathoracic,"C30-C31,C37-C39",medium,True,240,243,84,90,0.0,0.0,47,47,0.0,0.0
69,U ác xương và sụn khớp - Malignant neoplasms of bone and articular cartilage,C40-C41,medium,True,385,413,65,67,0.0,0.0,61,65,0.0,0.0
7,Lao bộ máy hô hấp - Respiratory tuberculosis,A15-A16,low,True,35,35,2,2,0.0,0.0,4,4,0.0,0.0
70,U ác hắc tố da - Malignant melanoma of skin,C43,insufficient,True,10,10,2,2,0.0,0.0,1,1,0.0,0.0
72,U ác mạc treo và các mô mềm - Malignantneoplasms of mesothelial and soft tissue,C45-C49,high,True,976,1167,246,306,0.0,0.0,162,190,0.0,0.0
73,U ác vú - Malignant neoplasm of breast,C50,insufficient,True,1,1,0,0,,,0,0,,
74,U ác khác cơ quan sinh dục nữ - Malignant neoplasms of female genital organs,"C51-C52,C57-C58",low,True,31,32,0,0,,,0,0,,
76,U ác các phần khác và không xác định của tử cung - Malignant neoplasms of other and unspecified parts of uterus,C54-C55,medium,True,248,273,47,49,0.0,0.0,66,73,0.0,0.0684931506849315
78,U ác khác của cơ quan sinh dục nam - Other malignant neoplasms of male genital organs,"C60,C62-C63",low,True,59,61,37,40,0.0,0.0,39,45,0.0,0.0
79,U ác bàng quang - Malignant neoplasm of bladder,C67,low,True,47,48,6,6,0.0,0.0,2,2,0.0,0.0
8,Các dạng lao khác - Other tuberculosis,A17-A19,low,True,57,57,11,11,0.0,0.0,18,19,0.0,0.0
80,U ác khác của đường tiết niệu - Other malignant neoplasms of uterinary tract,"C64-C66,C68",high,True,583,674,177,220,0.0,0.0,156,176,0.0,0.0
81,U ác mắt và các phần phụ - Malignant neoplasm of eye and adnexa,C69,insufficient,True,12,12,3,3,0.0,0.0,2,2,0.0,0.0
82,U ác não - Malignant neoplasm of brain,C71,medium,True,369,383,116,126,0.0,0.0,106,115,0.0,0.0
83,U ác các phần khác của hệ thần kinh trung ương - Malignant neoplasm of other parts of central nervous system,"C70,C72",low,True,12,12,6,6,0.0,0.0,18,18,0.0,0.0
84,"U ác các khu trú khác, khó định nghĩa, thứ phát, không xác định rõ và phức hợp - Malignant neoplasm of other and ill","C73-C80,C97",medium,True,353,364,100,104,0.0,0.0,145,158,0.0,0.0
85,Bệnh Hodgkin - Hodgkin disease,C81,medium,True,143,147,81,88,0.0,0.0,26,28,0.0,0.0
86,U bạch huyết không phải Hodgkin - Non-Hodgkin's lymphoma,C82-C85,high,True,736,820,186,206,0.0,0.0048543689320388345,180,198,0.0,0.0
87,Bệnh bạch cầu - Leukaemia,C91-C95,high,True,2967,6036,759,1540,0.14285714285714285,0.6214285714285714,777,1577,0.21116043119847813,0.7393785668991757
88,"U ác limphô khác, cơ quan tạo máu và tổ chức có liên quan - Other malignant neoplasms of lymphoid, haematopoietic and related tissue","C86,C88-C90,C96",low,True,33,33,16,16,0.0,0.0,5,5,0.0,0.0
9,Dịch hạch - Plague,A20,insufficient,True,1,1,0,0,,,0,0,,
90,U da lành - Benign neoplasm of skin,D22-D23,medium,True,341,364,96,105,0.0,0.0,91,94,0.0,0.0
91,U vú lành - Benign neoplasm of breast,D24,low,True,43,46,11,12,0.0,0.0,3,3,0.0,0.0
92,U cơ trơn tử cung - Leiomyoma of uterus,D25,insufficient,True,1,1,0,0,,,0,0,,
93,U buồng trứng lành - Benign neoplasm of ovary,D27,medium,True,210,233,57,60,0.0,0.03333333333333333,49,50,0.0,0.0
94,U lành cơ quan tiết niệu - Benign neoplasm of urinary organs,D30,insufficient,True,5,5,0,0,,,2,2,0.0,0.0
95,U lành não và các phần khác của hệ thần kinh trung ương - Benign neoplasm of brain and other parts of central nervous system,D33,medium,True,253,256,59,60,0.0,0.0,72,73,0.0,0.0
96,"U khác insitu, lành tính và các u tiến triển không chắc chắn hoặc chưa rõ - Other insitus and benign neoplasms and neoplasms of uncertain or unknown behaviour","D00-D05,D07-D21,D26,D28-D29,D31-D32,D34-D48",high,True,1912,2391,610,798,0.0012531328320802004,0.13659147869674185,540,657,0.0,0.0487062404870624
97,Thiếu máu do thiếu sắt - Iron deficiency anaemia,D50,medium,True,489,535,109,119,0.0,0.0,100,107,0.0,0.0
98,Thiếu máu khác - Other anaemias,D51-D64,high,True,1567,2206,411,584,0.02226027397260274,0.2482876712328767,340,472,0.0,0.15889830508474576
99,"Tổn thương chảy máu, bệnh khác của máu và cơ quan tạo máu - Haemorrhagic conditions and other diseases of blood, blood",D65-D77,high,True,2094,2722,715,992,0.0,0.04536290322580645,644,901,0.005549389567147614,0.12319644839067703
