disease_id,disease_name,top_10_features,top_feature_group,weather_importance,seasonal_importance,demographic_importance,weather_current_importance,weather_3d_importance,weather_7d_importance,shap_additivity_max_abs_error
63,U ác gan và đường mật trong gan - Malignant neoplasm of liver and intrahepatic bile ducts,"[{""feature"": ""age_group"", ""human_label"": ""Nhóm tuổi"", ""feature_group"": ""DEMOGRAPHIC"", ""mean_abs_shap"": 1.363506264132434, ""normalized_importance"": 0.656788414966555}, {""feature"": ""gender"", ""human_label"": ""Giới tính"", ""feature_group"": ""DEMOGRAPHIC"", ""mean_abs_shap"": 0.24520180956163778, ""normalized_importance"": 0.11811145433305995}, {""feature"": ""day_of_year_sin"", ""human_label"": ""Thời điểm trong năm"", ""feature_group"": ""SEASONAL_CALENDAR"", ""mean_abs_shap"": 0.0767166789846381, ""normalized_importance"": 0.03695371801161344}, {""feature"": ""temperature_min_7d"", ""human_label"": ""Nhiệt độ — 7 ngày gần đây"", ""feature_group"": ""WEATHER_7D"", ""mean_abs_shap"": 0.06612324326826478, ""normalized_importance"": 0.03185095755041827}, {""feature"": ""day_of_year_cos"", ""human_label"": ""Thời điểm trong năm"", ""feature_group"": ""SEASONAL_CALENDAR"", ""mean_abs_shap"": 0.038836308949125105, ""normalized_importance"": 0.018707092492953784}, {""feature"": ""precipitation_sum_7d"", ""human_label"": ""Lượng mưa — 7 ngày gần đây"", ""feature_group"": ""WEATHER_7D"", ""mean_abs_shap"": 0.02993545385112835, ""normalized_importance"": 0.014419632533699453}, {""feature"": ""rain_max_daily_7d"", ""human_label"": ""Lượng mưa — 7 ngày gần đây"", ""feature_group"": ""WEATHER_7D"", ""mean_abs_shap"": 0.029121831019116612, ""normalized_importance"": 0.014027717905747522}, {""feature"": ""rain_days_7d"", ""human_label"": ""Lượng mưa — 7 ngày gần đây"", ""feature_group"": ""WEATHER_7D"", ""mean_abs_shap"": 0.024409478690882048, ""normalized_importance"": 0.011757821171247062}, {""feature"": ""wind_gust_max_7d"", ""human_label"": ""Gió — 7 ngày gần đây"", ""feature_group"": ""WEATHER_7D"", ""mean_abs_shap"": 0.023982594185706734, ""normalized_importance"": 0.011552194835011437}, {""feature"": ""temperature_mean_7d"", ""human_label"": ""Nhiệt độ — 7 ngày gần đây"", ""feature_group"": ""WEATHER_7D"", ""mean_abs_shap"": 0.023709667009536358, ""normalized_importance"": 0.01142072832682323}]",DEMOGRAPHIC,0.16044836288956912,0.06465176781081608,0.774899869299615,0.012981765890292351,0.022983078311388596,0.12448351868788818,5.10702591327572e-15
64,U ác tụy - Malignant neoplasm of pancreas,"[{""feature"": ""age_group"", ""human_label"": ""Nhóm tuổi"", ""feature_group"": ""DEMOGRAPHIC"", ""mean_abs_shap"": 0.04474326959815003, ""normalized_importance"": 0.3222198049062569}, {""feature"": ""gender"", ""human_label"": ""Giới tính"", ""feature_group"": ""DEMOGRAPHIC"", ""mean_abs_shap"": 0.029805677108969378, ""normalized_importance"": 0.21464634903543323}, {""feature"": ""wind_speed_mean_7d"", ""human_label"": ""Gió — 7 ngày gần đây"", ""feature_group"": ""WEATHER_7D"", ""mean_abs_shap"": 0.02560440613858989, ""normalized_importance"": 0.18439078826412178}, {""feature"": ""temperature_mean_7d"", ""human_label"": ""Nhiệt độ — 7 ngày gần đây"", ""feature_group"": ""WEATHER_7D"", ""mean_abs_shap"": 0.011770966740587903, ""normalized_importance"": 0.08476891923130919}, {""feature"": ""day_of_year_sin"", ""human_label"": ""Thời điểm trong năm"", ""feature_group"": ""SEASONAL_CALENDAR"", ""mean_abs_shap"": 0.010837767501985649, ""normalized_importance"": 0.07804846095229424}, {""feature"": ""temperature_min_7d"", ""human_label"": ""Nhiệt độ — 7 ngày gần đây"", ""feature_group"": ""WEATHER_7D"", ""mean_abs_shap"": 0.009860085095516877, ""normalized_importance"": 0.07100765599767213}, {""feature"": ""day_of_year_cos"", ""human_label"": ""Thời điểm trong năm"", ""feature_group"": ""SEASONAL_CALENDAR"", ""mean_abs_shap"": 0.006237292432806163, ""normalized_importance"": 0.0449180216129125}, {""feature"": ""month"", ""human_label"": ""Yếu tố mùa vụ theo tháng"", ""feature_group"": ""SEASONAL_CALENDAR"", ""mean_abs_shap"": 0.0, ""normalized_importance"": 0.0}, {""feature"": ""season"", ""human_label"": ""Mùa mưa / mùa khô"", ""feature_group"": ""SEASONAL_CALENDAR"", ""mean_abs_shap"": 0.0, ""normalized_importance"": 0.0}, {""feature"": ""weather_code_current"", ""human_label"": ""Trạng thái thời tiết — hiện tại"", ""feature_group"": ""WEATHER_CURRENT"", ""mean_abs_shap"": 0.0, ""normalized_importance"": 0.0}]",DEMOGRAPHIC,0.34016736349310306,0.12296648256520674,0.5368661539416901,0.0,0.0,0.34016736349310306,8.881784197001252e-16
65,Các u khác cơ quan tiêu hoá - Other malignant neoplasms of digestive organs,"[{""feature"": ""age_group"", ""human_label"": ""Nhóm tuổi"", ""feature_group"": ""DEMOGRAPHIC"", ""mean_abs_shap"": 0.09126677482955421, ""normalized_importance"": 0.34801477004397147}, {""feature"": ""temperature_min_7d"", ""human_label"": ""Nhiệt độ — 7 ngày gần đây"", ""feature_group"": ""WEATHER_7D"", ""mean_abs_shap"": 0.07714894572485954, ""normalized_importance"": 0.2941812357861202}, {""feature"": ""gender"", ""human_label"": ""Giới tính"", ""feature_group"": ""DEMOGRAPHIC"", ""mean_abs_shap"": 0.06863058083937511, ""normalized_importance"": 0.26169935174552705}, {""feature"": ""day_of_year_cos"", ""human_label"": ""Thời điểm trong năm"", ""feature_group"": ""SEASONAL_CALENDAR"", ""mean_abs_shap"": 0.015508095987144456, ""normalized_importance"": 0.059134843636856886}, {""feature"": ""day_of_year_sin"", ""human_label"": ""Thời điểm trong năm"", ""feature_group"": ""SEASONAL_CALENDAR"", ""mean_abs_shap"": 0.008363388391723323, ""normalized_importance"": 0.03189093395016629}, {""feature"": ""temperature_max_3d"", ""human_label"": ""Nhiệt độ — 3 ngày gần đây"", ""feature_group"": ""WEATHER_3D"", ""mean_abs_shap"": 0.0008788203172367658, ""normalized_importance"": 0.003351082046936587}, {""feature"": ""wind_speed_max_7d"", ""human_label"": ""Gió — 7 ngày gần đây"", ""feature_group"": ""WEATHER_7D"", ""mean_abs_shap"": 0.0004531105471985019, ""normalized_importance"": 0.0017277827904215747}, {""feature"": ""month"", ""human_label"": ""Yếu tố mùa vụ theo tháng"", ""feature_group"": ""SEASONAL_CALENDAR"", ""mean_abs_shap"": 0.0, ""normalized_importance"": 0.0}, {""feature"": ""season"", ""human_label"": ""Mùa mưa / mùa khô"", ""feature_group"": ""SEASONAL_CALENDAR"", ""mean_abs_shap"": 0.0, ""normalized_importance"": 0.0}, {""feature"": ""weather_code_current"", ""human_label"": ""Trạng thái thời tiết — hiện tại"", ""feature_group"": ""WEATHER_CURRENT"", ""mean_abs_shap"": 0.0, ""normalized_importance"": 0.0}]",DEMOGRAPHIC,0.29926010062347835,0.09102577758702318,0.6097141217894986,0.0,0.003351082046936587,0.2959090185765418,1.7763568394002505e-15
68,Các u khác cơ quan hô hấp và lồng ngực - Other malignant neplasm of respiratory and intrathoracic,"[{""feature"": ""age_group"", ""human_label"": ""Nhóm tuổi"", ""feature_group"": ""DEMOGRAPHIC"", ""mean_abs_shap"": 0.829538469998653, ""normalized_importance"": 0.5123646892408721}, {""feature"": ""gender"", ""human_label"": ""Giới tính"", ""feature_group"": ""DEMOGRAPHIC"", ""mean_abs_shap"": 0.3804774796631679, ""normalized_importance"": 0.23500203146827633}, {""feature"": ""temperature_min_7d"", ""human_label"": ""Nhiệt độ — 7 ngày gần đây"", ""feature_group"": ""WEATHER_7D"", ""mean_abs_shap"": 0.05414178228058492, ""normalized_importance"": 0.033440688354313325}, {""feature"": ""day_of_year_sin"", ""human_label"": ""Thời điểm trong năm"", ""feature_group"": ""SEASONAL_CALENDAR"", ""mean_abs_shap"": 0.047680725658173405, ""normalized_importance"": 0.029450014759012877}, {""feature"": ""rain_max_daily_7d"", ""human_label"": ""Lượng mưa — 7 ngày gần đây"", ""feature_group"": ""WEATHER_7D"", ""mean_abs_shap"": 0.03764640656150067, ""normalized_importance"": 0.023252314505619178}, {""feature"": ""temperature_max_7d"", ""human_label"": ""Nhiệt độ — 7 ngày gần đây"", ""feature_group"": ""WEATHER_7D"", ""mean_abs_shap"": 0.03507425730582549, ""normalized_importance"": 0.021663625732611103}, {""feature"": ""month"", ""human_label"": ""Yếu tố mùa vụ theo tháng"", ""feature_group"": ""SEASONAL_CALENDAR"", ""mean_abs_shap"": 0.031612059625045215, ""normalized_importance"": 0.019525198278117845}, {""feature"": ""precipitation_sum_7d"", ""human_label"": ""Lượng mưa — 7 ngày gần đây"", ""feature_group"": ""WEATHER_7D"", ""mean_abs_shap"": 0.02959068841255866, ""normalized_importance"": 0.01827669773162987}, {""feature"": ""humidity_max_7d"", ""human_label"": ""Độ ẩm — 7 ngày gần đây"", ""feature_group"": ""WEATHER_7D"", ""mean_abs_shap"": 0.026213415878020247, ""normalized_importance"": 0.016190724319639322}, {""feature"": ""wind_speed_max_7d"", ""human_label"": ""Gió — 7 ngày gần đây"", ""feature_group"": ""WEATHER_7D"", ""mean_abs_shap"": 0.023575167789819333, ""normalized_importance"": 0.014561209582542704}]",DEMOGRAPHIC,0.19076290157213469,0.0618703777187169,0.7473667207091484,0.01703237553839372,0.010866909754125208,0.16286361627961576,3.6637359812630166e-15
69,U ác xương và sụn khớp - Malignant neoplasms of bone and articular cartilage,"[{""feature"": ""age_group"", ""human_label"": ""Nhóm tuổi"", ""feature_group"": ""DEMOGRAPHIC"", ""mean_abs_shap"": 1.357995752142156, ""normalized_importance"": 0.5575969546852578}, {""feature"": ""temperature_min_7d"", ""human_label"": ""Nhiệt độ — 7 ngày gần đây"", ""feature_group"": ""WEATHER_7D"", ""mean_abs_shap"": 0.1885590569400328, ""normalized_importance"": 0.07742289013955642}, {""feature"": ""humidity_max_7d"", ""human_label"": ""Độ ẩm — 7 ngày gần đây"", ""feature_group"": ""WEATHER_7D"", ""mean_abs_shap"": 0.1427041114851862, ""normalized_importance"": 0.05859471788456357}, {""feature"": ""temperature_max_7d"", ""human_label"": ""Nhiệt độ — 7 ngày gần đây"", ""feature_group"": ""WEATHER_7D"", ""mean_abs_shap"": 0.082803377564138, ""normalized_importance"": 0.03399930455937372}, {""feature"": ""gender"", ""human_label"": ""Giới tính"", ""feature_group"": ""DEMOGRAPHIC"", ""mean_abs_shap"": 0.06491617510891912, ""normalized_importance"": 0.026654767876445537}, {""feature"": ""wind_speed_max_7d"", ""human_label"": ""Gió — 7 ngày gần đây"", ""feature_group"": ""WEATHER_7D"", ""mean_abs_shap"": 0.059221608087057606, ""normalized_importance"": 0.024316562307958096}, {""feature"": ""day_of_year_cos"", ""human_label"": ""Thời điểm trong năm"", ""feature_group"": ""SEASONAL_CALENDAR"", ""mean_abs_shap"": 0.05261640015749213, ""normalized_importance"": 0.021604444968283915}, {""feature"": ""weather_code_current"", ""human_label"": ""Trạng thái thời tiết — hiện tại"", ""feature_group"": ""WEATHER_CURRENT"", ""mean_abs_shap"": 0.048521464920046734, ""normalized_importance"": 0.019923052803079346}, {""feature"": ""precipitation_sum_7d"", ""human_label"": ""Lượng mưa — 7 ngày gần đây"", ""feature_group"": ""WEATHER_7D"", ""mean_abs_shap"": 0.043200569969600505, ""normalized_importance"": 0.017738278059941267}, {""feature"": ""wind_speed_mean_7d"", ""human_label"": ""Gió — 7 ngày gần đây"", ""feature_group"": ""WEATHER_7D"", ""mean_abs_shap"": 0.04187681077972997, ""normalized_importance"": 0.017194738736019163}]",DEMOGRAPHIC,0.37162110300118883,0.044127174437107876,0.5842517225617033,0.042412558452657886,0.040673572674836705,0.28853497187369426,1.0658141036401503e-14
70,U ác hắc tố da - Malignant melanoma of skin,"[{""feature"": ""age_group"", ""human_label"": ""Nhóm tuổi"", ""feature_group"": ""DEMOGRAPHIC"", ""mean_abs_shap"": 0.8781111074844251, ""normalized_importance"": 0.3130687285432633}, {""feature"": ""day_of_year_sin"", ""human_label"": ""Thời điểm trong năm"", ""feature_group"": ""SEASONAL_CALENDAR"", ""mean_abs_shap"": 0.29084543500891247, ""normalized_importance"": 0.10369372368116589}, {""feature"": ""rain_days_7d"", ""human_label"": ""Lượng mưa — 7 ngày gần đây"", ""feature_group"": ""WEATHER_7D"", ""mean_abs_shap"": 0.2454569120434599, ""normalized_importance"": 0.08751157195328449}, {""feature"": ""wind_speed_mean_7d"", ""human_label"": ""Gió — 7 ngày gần đây"", ""feature_group"": ""WEATHER_7D"", ""mean_abs_shap"": 0.19138618222818277, ""normalized_importance"": 0.06823399478748673}, {""feature"": ""gender"", ""human_label"": ""Giới tính"", ""feature_group"": ""DEMOGRAPHIC"", ""mean_abs_shap"": 0.1596528622662308, ""normalized_importance"": 0.056920266891018846}, {""feature"": ""humidity_mean_7d"", ""human_label"": ""Độ ẩm — 7 ngày gần đây"", ""feature_group"": ""WEATHER_7D"", ""mean_abs_shap"": 0.145625946707688, ""normalized_importance"": 0.05191931817067186}, {""feature"": ""temperature_min_7d"", ""human_label"": ""Nhiệt độ — 7 ngày gần đây"", ""feature_group"": ""WEATHER_7D"", ""mean_abs_shap"": 0.14139830127426203, ""normalized_importance"": 0.050412056083569884}, {""feature"": ""wind_speed_max_7d"", ""human_label"": ""Gió — 7 ngày gần đây"", ""feature_group"": ""WEATHER_7D"", ""mean_abs_shap"": 0.1307380368766716, ""normalized_importance"": 0.04661140330461862}, {""feature"": ""rain_max_daily_7d"", ""human_label"": ""Lượng mưa — 7 ngày gần đây"", ""feature_group"": ""WEATHER_7D"", ""mean_abs_shap"": 0.09857592544223025, ""normalized_importance"": 0.035144800447387485}, {""feature"": ""temperature_max_7d"", ""human_label"": ""Nhiệt độ — 7 ngày gần đây"", ""feature_group"": ""WEATHER_7D"", ""mean_abs_shap"": 0.09611998597941884, ""normalized_importance"": 0.034269196166279776}]",WEATHER_7D,0.49618242758807674,0.13382857697764097,0.36998899543428215,0.018575027518041812,0.05811454615785207,0.4194928539121829,7.105427357601002e-15
72,U ác mạc treo và các mô mềm - Malignantneoplasms of mesothelial and soft tissue,"[{""feature"": ""age_group"", ""human_label"": ""Nhóm tuổi"", ""feature_group"": ""DEMOGRAPHIC"", ""mean_abs_shap"": 1.7342106736978065, ""normalized_importance"": 0.6484263917641828}, {""feature"": ""temperature_min_7d"", ""human_label"": ""Nhiệt độ — 7 ngày gần đây"", ""feature_group"": ""WEATHER_7D"", ""mean_abs_shap"": 0.1649185026772033, ""normalized_importance"": 0.06166350562132739}, {""feature"": ""day_of_year_sin"", ""human_label"": ""Thời điểm trong năm"", ""feature_group"": ""SEASONAL_CALENDAR"", ""mean_abs_shap"": 0.15562156039944547, ""normalized_importance"": 0.058187351987263866}, {""feature"": ""humidity_max_7d"", ""human_label"": ""Độ ẩm — 7 ngày gần đây"", ""feature_group"": ""WEATHER_7D"", ""mean_abs_shap"": 0.07949870223872471, ""normalized_importance"": 0.029724794930868974}, {""feature"": ""wind_gust_max_7d"", ""human_label"": ""Gió — 7 ngày gần đây"", ""feature_group"": ""WEATHER_7D"", ""mean_abs_shap"": 0.06754876193679497, ""normalized_importance"": 0.025256677654635483}, {""feature"": ""temperature_max_7d"", ""human_label"": ""Nhiệt độ — 7 ngày gần đây"", ""feature_group"": ""WEATHER_7D"", ""mean_abs_shap"": 0.06673391779360179, ""normalized_importance"": 0.024952005070367326}, {""feature"": ""temperature_mean_7d"", ""human_label"": ""Nhiệt độ — 7 ngày gần đây"", ""feature_group"": ""WEATHER_7D"", ""mean_abs_shap"": 0.05389996574246805, ""normalized_importance"": 0.020153353241724906}, {""feature"": ""wind_speed_mean_7d"", ""human_label"": ""Gió — 7 ngày gần đây"", ""feature_group"": ""WEATHER_7D"", ""mean_abs_shap"": 0.042093960860873365, ""normalized_importance"": 0.01573905383587501}, {""feature"": ""month"", ""human_label"": ""Yếu tố mùa vụ theo tháng"", ""feature_group"": ""SEASONAL_CALENDAR"", ""mean_abs_shap"": 0.04080248174928482, ""normalized_importance"": 0.015256166056975263}, {""feature"": ""wind_speed_max_7d"", ""human_label"": ""Gió — 7 ngày gần đây"", ""feature_group"": ""WEATHER_7D"", ""mean_abs_shap"": 0.0314659719433442, ""normalized_importance"": 0.011765218009568692}]",DEMOGRAPHIC,0.2651750487799057,0.08374596551559466,0.6510789857044996,0.021589629882091045,0.03555937767640501,0.20802604122140964,7.105427357601002e-15
73,U ác vú - Malignant neoplasm of breast,"[{""feature"": ""day_of_year_sin"", ""human_label"": ""Thời điểm trong năm"", ""feature_group"": ""SEASONAL_CALENDAR"", ""mean_abs_shap"": 0.37173610335044754, ""normalized_importance"": 0.2337407447752846}, {""feature"": ""day_of_year_cos"", ""human_label"": ""Thời điểm trong năm"", ""feature_group"": ""SEASONAL_CALENDAR"", ""mean_abs_shap"": 0.2724079154778653, ""normalized_importance"": 0.17128502847207336}, {""feature"": ""humidity_mean_3d"", ""human_label"": ""Độ ẩm — 3 ngày gần đây"", ""feature_group"": ""WEATHER_3D"", ""mean_abs_shap"": 0.21236890064235006, ""normalized_importance"": 0.13353361310847656}, {""feature"": ""age_group"", ""human_label"": ""Nhóm tuổi"", ""feature_group"": ""DEMOGRAPHIC"", ""mean_abs_shap"": 0.1392544022813635, ""normalized_importance"": 0.0875605770037289}, {""feature"": ""gender"", ""human_label"": ""Giới tính"", ""feature_group"": ""DEMOGRAPHIC"", ""mean_abs_shap"": 0.12167574957463205, ""normalized_importance"": 0.07650744727329771}, {""feature"": ""rain_max_daily_7d"", ""human_label"": ""Lượng mưa — 7 ngày gần đây"", ""feature_group"": ""WEATHER_7D"", ""mean_abs_shap"": 0.10822139067206915, ""normalized_importance"": 0.06804759674488589}, {""feature"": ""wind_gust_max_current"", ""human_label"": ""Gió — hiện tại"", ""feature_group"": ""WEATHER_CURRENT"", ""mean_abs_shap"": 0.07381546991783085, ""normalized_importance"": 0.04641379397649143}, {""feature"": ""temperature_mean_7d"", ""human_label"": ""Nhiệt độ — 7 ngày gần đây"", ""feature_group"": ""WEATHER_7D"", ""mean_abs_shap"": 0.04476781601759545, ""normalized_importance"": 0.028149169702924623}, {""feature"": ""wind_gust_max_3d"", ""human_label"": ""Gió — 3 ngày gần đây"", ""feature_group"": ""WEATHER_3D"", ""mean_abs_shap"": 0.027623300100255634, ""normalized_importance"": 0.017369017107542056}, {""feature"": ""temperature_min_7d"", ""human_label"": ""Nhiệt độ — 7 ngày gần đây"", ""feature_group"": ""WEATHER_7D"", ""mean_abs_shap"": 0.026275794723749735, ""normalized_importance"": 0.016521730800254708}]",SEASONAL_CALENDAR,0.4210268504198027,0.4149051253031706,0.1640680242770266,0.07601233454126007,0.1990205703131757,0.14599394556536693,1.5987211554602254e-14
74,U ác khác cơ quan sinh dục nữ - Malignant neoplasms of female genital organs,"[{""feature"": ""age_group"", ""human_label"": ""Nhóm tuổi"", ""feature_group"": ""DEMOGRAPHIC"", ""mean_abs_shap"": 1.3864755976466712, ""normalized_importance"": 0.32813149556064536}, {""feature"": ""gender"", ""human_label"": ""Giới tính"", ""feature_group"": ""DEMOGRAPHIC"", ""mean_abs_shap"": 0.8822690615763249, ""normalized_importance"": 0.2088030017645523}, {""feature"": ""temperature_min_7d"", ""human_label"": ""Nhiệt độ — 7 ngày gần đây"", ""feature_group"": ""WEATHER_7D"", ""mean_abs_shap"": 0.1943963767547571, ""normalized_importance"": 0.04600699351966865}, {""feature"": ""day_of_year_sin"", ""human_label"": ""Thời điểm trong năm"", ""feature_group"": ""SEASONAL_CALENDAR"", ""mean_abs_shap"": 0.13850305110281882, ""normalized_importance"": 0.0327789492835071}, {""feature"": ""wind_speed_mean_7d"", ""human_label"": ""Gió — 7 ngày gần đây"", ""feature_group"": ""WEATHER_7D"", ""mean_abs_shap"": 0.12751052790760936, ""normalized_importance"": 0.03017739388494727}, {""feature"": ""day_of_year_cos"", ""human_label"": ""Thời điểm trong năm"", ""feature_group"": ""SEASONAL_CALENDAR"", ""mean_abs_shap"": 0.12418315744404879, ""normalized_importance"": 0.029389918758558002}, {""feature"": ""temperature_mean_7d"", ""human_label"": ""Nhiệt độ — 7 ngày gần đây"", ""feature_group"": ""WEATHER_7D"", ""mean_abs_shap"": 0.11762940518672171, ""normalized_importance"": 0.02783886908023635}, {""feature"": ""temperature_max_3d"", ""human_label"": ""Nhiệt độ — 3 ngày gần đây"", ""feature_group"": ""WEATHER_3D"", ""mean_abs_shap"": 0.1144595075911677, ""normalized_importance"": 0.027088662411926635}, {""feature"": ""humidity_min_7d"", ""human_label"": ""Độ ẩm — 7 ngày gần đây"", ""feature_group"": ""WEATHER_7D"", ""mean_abs_shap"": 0.10495728445962016, ""normalized_importance"": 0.024839810219650087}, {""feature"": ""wind_speed_max_7d"", ""human_label"": ""Gió — 7 ngày gần đây"", ""feature_group"": ""WEATHER_7D"", ""mean_abs_shap"": 0.09429578660018773, ""normalized_importance"": 0.022316597230203943}]",DEMOGRAPHIC,0.3948892836462754,0.068176219028527,0.5369344973251977,0.04735157242715382,0.09366184658305249,0.2538758646360691,1.1546319456101628e-14
76,U ác các phần khác và không xác định của tử cung - Malignant neoplasms of other and unspecified parts of uterus,"[{""feature"": ""gender"", ""human_label"": ""Giới tính"", ""feature_group"": ""DEMOGRAPHIC"", ""mean_abs_shap"": 1.8221510718981109, ""normalized_importance"": 0.5892470119287541}, {""feature"": ""age_group"", ""human_label"": ""Nhóm tuổi"", ""feature_group"": ""DEMOGRAPHIC"", ""mean_abs_shap"": 0.7293353515927328, ""normalized_importance"": 0.23585238526482388}, {""feature"": ""day_of_year_sin"", ""human_label"": ""Thời điểm trong năm"", ""feature_group"": ""SEASONAL_CALENDAR"", ""mean_abs_shap"": 0.0875358870635739, ""normalized_importance"": 0.028307345468898647}, {""feature"": ""day_of_year_cos"", ""human_label"": ""Thời điểm trong năm"", ""feature_group"": ""SEASONAL_CALENDAR"", ""mean_abs_shap"": 0.07775153530573792, ""normalized_importance"": 0.025143282880521183}, {""feature"": ""humidity_max_7d"", ""human_label"": ""Độ ẩm — 7 ngày gần đây"", ""feature_group"": ""WEATHER_7D"", ""mean_abs_shap"": 0.06534255267621633, ""normalized_importance"": 0.021130467451389592}, {""feature"": ""temperature_min_7d"", ""human_label"": ""Nhiệt độ — 7 ngày gần đây"", ""feature_group"": ""WEATHER_7D"", ""mean_abs_shap"": 0.06530093196968834, ""normalized_importance"": 0.02111700815191974}, {""feature"": ""month"", ""human_label"": ""Yếu tố mùa vụ theo tháng"", ""feature_group"": ""SEASONAL_CALENDAR"", ""mean_abs_shap"": 0.05535961344043219, ""normalized_importance"": 0.017902185666375747}, {""feature"": ""temperature_mean_7d"", ""human_label"": ""Nhiệt độ — 7 ngày gần đây"", ""feature_group"": ""WEATHER_7D"", ""mean_abs_shap"": 0.040240666304006335, ""normalized_importance"": 0.013013022214978956}, {""feature"": ""wind_speed_max_7d"", ""human_label"": ""Gió — 7 ngày gần đây"", ""feature_group"": ""WEATHER_7D"", ""mean_abs_shap"": 0.020387082848587965, ""normalized_importance"": 0.006592772594843411}, {""feature"": ""wind_gust_max_7d"", ""human_label"": ""Gió — 7 ngày gần đây"", ""feature_group"": ""WEATHER_7D"", ""mean_abs_shap"": 0.015146484216953814, ""normalized_importance"": 0.004898068389449724}]",DEMOGRAPHIC,0.10344530290619508,0.07145529990022692,0.8250993971935779,0.005063543681463217,0.013210851548024042,0.08517090767670782,5.773159728050814e-15
78,U ác khác của cơ quan sinh dục nam - Other malignant neoplasms of male genital organs,"[{""feature"": ""gender"", ""human_label"": ""Giới tính"", ""feature_group"": ""DEMOGRAPHIC"", ""mean_abs_shap"": 1.128217393870197, ""normalized_importance"": 0.4677937950923695}, {""feature"": ""age_group"", ""human_label"": ""Nhóm tuổi"", ""feature_group"": ""DEMOGRAPHIC"", ""mean_abs_shap"": 0.7423797370653687, ""normalized_importance"": 0.3078135796242115}, {""feature"": ""day_of_year_cos"", ""human_label"": ""Thời điểm trong năm"", ""feature_group"": ""SEASONAL_CALENDAR"", ""mean_abs_shap"": 0.102522418499434, ""normalized_importance"": 0.04250896280492567}, {""feature"": ""wind_speed_mean_7d"", ""human_label"": ""Gió — 7 ngày gần đây"", ""feature_group"": ""WEATHER_7D"", ""mean_abs_shap"": 0.09774306355461251, ""normalized_importance"": 0.04052729455563368}, {""feature"": ""wind_speed_mean_3d"", ""human_label"": ""Gió — 3 ngày gần đây"", ""feature_group"": ""WEATHER_3D"", ""mean_abs_shap"": 0.05419678400686693, ""normalized_importance"": 0.022471661410398896}, {""feature"": ""temperature_max_7d"", ""human_label"": ""Nhiệt độ — 7 ngày gần đây"", ""feature_group"": ""WEATHER_7D"", ""mean_abs_shap"": 0.04484688225927266, ""normalized_importance"": 0.018594903219990144}, {""feature"": ""day_of_year_sin"", ""human_label"": ""Thời điểm trong năm"", ""feature_group"": ""SEASONAL_CALENDAR"", ""mean_abs_shap"": 0.03742200349554863, ""normalized_importance"": 0.015516319044764415}, {""feature"": ""rain_max_daily_7d"", ""human_label"": ""Lượng mưa — 7 ngày gần đây"", ""feature_group"": ""WEATHER_7D"", ""mean_abs_shap"": 0.028428851386516706, ""normalized_importance"": 0.011787480278597506}, {""feature"": ""month"", ""human_label"": ""Yếu tố mùa vụ theo tháng"", ""feature_group"": ""SEASONAL_CALENDAR"", ""mean_abs_shap"": 0.02485383897073553, ""normalized_importance"": 0.010305169657819198}, {""feature"": ""temperature_min_7d"", ""human_label"": ""Nhiệt độ — 7 ngày gần đây"", ""feature_group"": ""WEATHER_7D"", ""mean_abs_shap"": 0.018483350438073184, ""normalized_importance"": 0.007663768254616402}]",DEMOGRAPHIC,0.1560621737759095,0.06833045150750928,0.775607374716581,0.006342897776146335,0.03765434234049506,0.1120649336592681,5.689893001203927e-15
